"variable","relative_importance","scaled_importance","percentage"
"OTU1966_g__Sporolactobacillus",0.774465143680573,0.774465143680573,0.00561218443107052
"OTU1433_g__Tellurirhabdus",0.774097561836243,0.774097561836243,0.00560952073842957
"OTU1302_g__Otariodibacter",0.772753655910492,0.772753655910492,0.00559978208463106
"OTU630_g__Roseateles",0.772717416286469,0.772717416286469,0.00559951947313022
"OTU1952_g__Faecalitalea",0.771408200263977,0.771408200263977,0.00559003220073547
"OTU1573_g__Mycoplasmopsis",0.771088838577271,0.771088838577271,0.00558771793688429
"OTU913_g__Lacimicrobium",0.769495666027069,0.769495666027069,0.00557617296516387
"OTU1240_g__Candidatus_Gullanella",0.768052518367767,0.768052518367767,0.00556571515322571
"OTU1970_g__Kyrpidia",0.768026947975159,0.768026947975159,0.00556552985662396
"OTU116_g__Limnospira",0.766566097736359,0.766566097736359,0.00555494376242306
"OTU1904_g__Gardnerella",0.765409648418427,0.765409648418427,0.00554656351844387
"OTU1114_g__Pectobacterium",0.765093505382538,0.765093505382538,0.00554427257864047
"OTU1896_g__Streptomyces",0.760987639427185,0.760987639427185,0.00551451930029254
"OTU1146_g__Rouxiella",0.760464310646057,0.760464310646057,0.00551072698289551
"OTU1482_g__Hoylesella",0.759967982769012,0.759967982769012,0.00550713032834367
"OTU632_g__Methylibium",0.757692694664001,0.757692694664001,0.00549064238620278
"OTU37_g__Nitrospira",0.756784439086914,0.756784439086914,0.00548406068546292
"OTU1147_g__Rahnella",0.756475567817688,0.756475567817688,0.00548182244073041
"OTU1964_g__Faecalibacillus",0.754759788513184,0.754759788513184,0.00546938899556058
"OTU218_g__Ereboglobus",0.754501283168793,0.754501283168793,0.00546751572898303
"OTU631_g__Sphaerotilus",0.75263774394989,0.75263774394989,0.00545401153724973
"OTU237_g__Desulfobulbus",0.75046044588089,0.75046044588089,0.00543823368278546
"OTU1670_g__Auraticoccus",0.750251889228821,0.750251889228821,0.00543672237087519
"OTU1544_g__Roseiflexus",0.749761044979095,0.749761044979095,0.00543316545358992
"OTU220_g__Sulfuriroseicoccus",0.747962355613708,0.747962355613708,0.00542013119822656
"OTU627_g__Mitsuaria",0.747197985649109,0.747197985649109,0.00541459216880747
"OTU1973_g__Thermoactinomyces",0.745801627635956,0.745801627635956,0.00540447341941564
"OTU886_g__Legionella",0.743675291538239,0.743675291538239,0.00538906486237442
"OTU223_g__Luteolibacter",0.742427825927734,0.742427825927734,0.00538002506615545
"OTU1972_g__Alicyclobacillus",0.73456609249115,0.73456609249115,0.00532305478369143
"OTU860_g__Spiribacter",0.733153700828552,0.733153700828552,0.00531281984598754
"OTU629_g__Ideonella",0.730793714523315,0.730793714523315,0.00529571813584879
"OTU229_g__Desulfomonile",0.729430198669434,0.729430198669434,0.00528583737812959
"OTU1969_g__Tumebacillus",0.727327346801758,0.727327346801758,0.00527059900025175
"OTU1536_g__Phocaeicola",0.717874526977539,0.717874526977539,0.00520209886350567
"OTU1314_g__Aggregatibacter",0.717485249042511,0.717485249042511,0.00519927794950566
"OTU1962_g__Allobaculum",0.716928362846375,0.716928362846375,0.00519524245731426
"OTU1937_g__Parvimonas",0.710966050624847,0.710966050624847,0.00515203638652351
"OTU1695_g__Nocardioides",0.705378532409668,0.705378532409668,0.00511154627151778
"OTU1145_g__Chania",0.700401782989502,0.700401782989502,0.00507548211054023
"OTU214_g__Candidatus_Rhabdochlamydia",0.690271437168121,0.690271437168121,0.0050020722617381
"OTU1253_g__Klebsiella",0.676491737365723,0.676491737365723,0.0049022172620304
"OTU620_g__Neisseria",0.673407852649689,0.673407852649689,0.00487986980077696
"OTU1583_g__Rubrobacter",0.666562974452972,0.666562974452972,0.0048302681897017
"OTU1170_g__Xenorhabdus",0.658931851387024,0.658931851387024,0.00477496903206787
"OTU1925_g__Limnochorda",0.644662916660309,0.644662916660309,0.0046715687770988
"OTU1132_g__Pantoea",0.616094470024109,0.616094470024109,0.00446454668870681
