"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"arachidonate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005320","TCMol22476","arachidonate","45.5732499096","304.520","0.20491","444899","YZXBAPSDXZZRGB-DOFZRALJSA-N","(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid;arachidonate;Arachidonate;arachidonic acid;Arachidonic acid;Arachidonic Acid","Arachidonate","CCCCCC=CCC=CCC=CCC=CCCCC(=O)O",6.3,NA,NA,NA,"C00219","C00219","HMDB0001043","C20H32O2","Arachidonate","KCNK2;MAPK3;EGR1;CETP;GLB1;ALDH3A1;PPARG;ASIC3;XDH;SCNN1A;TWIST1;PPP5C;EPHA2;PTGES;ALDH2;RELA;PECAM1;CDK2;TNFRSF1A;CASP3;CES1;RETN;SMO;SH3GL2;NOS3;SELP;ABCA1;SOD1;PTGS1;PLA2G1B;CDK4;CYP1B1;SRC;COL1A2;AKT1;YWHAZ;IDO1;VIM;TNFRSF1B;NFE2L2;G6PD;MAPK1;ABCG1;PRKCB;UCP2;PTGS2;KCNK10;ABCC1;CCND1;PLA2G4A;APOD;TRPM8;TRPV4;ALOX5;CFTR;PTGDR2;PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ELN;ALDH1A1;FABP2;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;GATM;HPGDS;GP1BA;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGER1;PTGER2;PTGER3;PTGER4;RARA;RARB;RARG;RARRES1;RBP4;BCL2;ELOVL5;RXRA;RXRB;RXRG;S100A7;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THBD;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4;FAAH;HSPD1;CYP19A1;F3;FABP4;Cacna1c;Tbxa2r;NR4A2;FABP5;Fabp5;TST;CYP51A1;SLCO1B3;PLA2G4C;Trpv2;SLCO1B1"
"arachidonate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005320","TCMol22476","arachidonate","45.5732499096","304.520","0.20491","5460265",NA,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate;arachidonate;Arachidonate;NA","Arachidonate",NA,NA,NA,NA,NA,NA,NA,NA,"C20H31O2-","arachidonate","PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ALDH1A1;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;GATM;HPGDS;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;PPARG;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;RARA;RARB;RARG;RARRES1;RBP4;ELOVL5;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4"
"arachidonate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005320","TCMol22476","arachidonate","45.5732499096","304.520","0.20491","5460265",NA,"(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoate;arachidonate;Arachidonate;NA","Arachidonate",NA,NA,NA,NA,NA,NA,NA,NA,"C20H31O2-","Arachidonate","PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ALDH1A1;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;GATM;HPGDS;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;PPARG;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;RARA;RARB;RARG;RARRES1;RBP4;ELOVL5;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4"
"araloside a","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005309","TCMol22465","Araloside A","16.9636772108","927.210","0.063469","10079497","KQSFNXMDCOFFGW-GNDIVNLPSA-N","Araloside A;Chikusetsusaponin IV","Araloside A","CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(O7)CO)O)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C",2.8,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","C17540",NA,NA,"C47H74O18","Araloside A","REN"
"argininyl-fructosyl-glucose","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005311","TCMol22467","Argininyl-fructosyl-glucose","0.740573214207","498.560","0.61876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"argininyl-fructosyl-glucose_qt","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005312","TCMol22468","Argininyl-fructosyl-glucose_qt","11.2504527491","336.400","0.21957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"beta-bisabolene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000968","TCMol22573","beta-Bisabolene","29.5896617082","204.390","0.055235","10104370","XZRVRYFILCSYSP-OAHLLOKOSA-N","(4S)-1-methyl-4-(6-methylhepta-1,5-dien-2-yl)cyclohexene;(S)-beta-bisabolene;beta-Bisabolene","FEMA NO. 4940","CC1=CCC(CC1)C(=C)CCC=C(C)C",5.2,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C16775",NA,NA,"C15H24","beta-Bisabolene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-caryophyllene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000036","TCMol22412","beta-caryophyllene","29.7022945117","204.390","0.089893","5281515",NA,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene;beta-caryophyllene;Caryophyllene;NA","Caryophyllene",NA,NA,NA,NA,NA,"C09629","C09629","HMDB0036792","C15H24","beta-caryophyllene","CNR2;IL6;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2;PPARA"
"beta-elemene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000908","TCMol22549","beta-elemene","25.6336234279","204.390","0.060519","6918391",NA,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane;beta-elemene;Beta-Elemene;NA","beta-elemene",NA,NA,NA,NA,NA,"C17094","C17094","HMDB0061848","C15H24","beta-elemene","AKT1;NFKB1;MMP9;HULC;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-elemene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000908","TCMol22549","beta-elemene","25.6336234279","204.390","0.060519","6918391",NA,"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane;beta-elemene;Beta-Elemene;NA","beta-elemene",NA,NA,NA,NA,NA,"C17094","C17094","HMDB0061848","C15H24","Beta-Elemene","AKT1;NFKB1;MMP9;HULC;ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-humulene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000029","TCMol22408","beta-Humulene","26.866432388","204.390","0.061239","518010",NA,"beta-Humulene;NA","beta-Humulene",NA,NA,NA,NA,NA,NA,NA,NA,"C15H24","beta-Humulene",NA
"beta-humulene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000029","TCMol22408","beta-Humulene","26.866432388","204.390","0.061239","24798692","HAVYZKHVTLAPDZ-HNPFEXMKSA-N","beta-Humulene","beta-Humulene","CC1=CCC(C=CCC(=C)CCC1)(C)C",4.8,NA,NA,NA,NA,NA,NA,"C15H24","beta-Humulene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-humulene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000029","TCMol22408","beta-Humulene","26.866432388","204.390","0.061239","5318102",NA,"beta-Humulene;NA","beta-Humulene",NA,NA,NA,NA,NA,NA,NA,NA,"C15H24","beta-Humulene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-humulene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000029","TCMol22408","beta-Humulene","26.866432388","204.390","0.061239","21159064","HAVYZKHVTLAPDZ-PRUKLFJYSA-N","(1Z,5Z)-1,4,4-trimethyl-8-methylidenecycloundeca-1,5-diene;beta-Humulene","beta-Humulene","CC1=CCC(C=CCC(=C)CCC1)(C)C",4.8,NA,NA,NA,NA,NA,"HMDB0038214","C15H24","beta-Humulene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000035","TCMol22551","beta-Selinene","24.3882141582","204.390","0.081081","442393","YOVSPTNQHMDJAG-QLFBSQMISA-N","(+)-beta-selinene;(4aR,7R,8aS)-4a-methyl-1-methylidene-7-(prop-1-en-2-yl)-decahydronaphthalene;beta-Selinene;Eudesma-4(14),11-diene","beta-Selinene","CC(=C)C1CCC2(CCCC(=C)C2C1)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09723",NA,NA,"C15H24","BETA-SELINENE","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-selinene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000035","TCMol22551","beta-Selinene","24.3882141582","204.390","0.081081","442393","YOVSPTNQHMDJAG-QLFBSQMISA-N","(+)-beta-selinene;(4aR,7R,8aS)-4a-methyl-1-methylidene-7-(prop-1-en-2-yl)-decahydronaphthalene;beta-Selinene;Eudesma-4(14),11-diene","beta-Selinene","CC(=C)C1CCC2(CCCC(=C)C2C1)C",5.4,"Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids","C09723",NA,NA,"C15H24","beta-Selinene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"beta-sitosterol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000358","TCMol22411","beta-sitosterol","36.9139058327","414.790","0.75123","222284","KZJWDPNRJALLNS-VJSFXXLFSA-N","(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol;(3beta)-stigmast-5-en-3-ol;beta-sitosterol;beta-Sitosterol;Beta-sitosterol;Beta-Sitosterol;phytosterol;sitosterol;Sitosterol;Sobatum","Harzol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C",9.3,NA,NA,NA,"C01753;D08518","C01753","HMDB0000852","C29H50O","beta-Sitosterol","TGFB1;CASP8;BAX;MAP2;EDN1;PRKCA;CASP9;BCL2;CASP3;PRKAA2;SIGMAR1;CACNG3;CACNG2;GRIN3A;GRIN3B;CYP27B1;ESR1;ESR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;CLEC4E;CACNG5;CACNG4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;AR;PPARA;CACNA2D3;GABRQ;CACNG8;CACNG7;CACNG6;RORA;RXRA;SULT2B1;THRB;VDR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1F;CACNA1S;CACNA2D1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;NR1I2;CACNA1I;CACNA1H;CACNA1G;CACNA2D2;CACNA2D4;NR1I3;F2;POLB;CYP3A4;CYP2D6"
"beta-sitosterol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000358","TCMol22411","beta-sitosterol","36.9139058327","414.790","0.75123","222284","KZJWDPNRJALLNS-VJSFXXLFSA-N","(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol;(3beta)-stigmast-5-en-3-ol;beta-sitosterol;beta-Sitosterol;Beta-sitosterol;Beta-Sitosterol;phytosterol;sitosterol;Sitosterol;Sobatum","Harzol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C",9.3,NA,NA,NA,"C01753;D08518","C01753","HMDB0000852","C29H50O","BETA-SITOSTEROL","TGFB1;CASP8;BAX;MAP2;EDN1;PRKCA;CASP9;BCL2;CASP3;PRKAA2;SIGMAR1;CACNG3;CACNG2;GRIN3A;GRIN3B;CYP27B1;ESR1;ESR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;CLEC4E;CACNG5;CACNG4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;AR;PPARA;CACNA2D3;GABRQ;CACNG8;CACNG7;CACNG6;RORA;RXRA;SULT2B1;THRB;VDR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1F;CACNA1S;CACNA2D1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;NR1I2;CACNA1I;CACNA1H;CACNA1G;CACNA2D2;CACNA2D4;NR1I3;F2;POLB;CYP3A4;CYP2D6"
"beta-sitosterol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000358","TCMol22411","beta-sitosterol","36.9139058327","414.790","0.75123","222284","KZJWDPNRJALLNS-VJSFXXLFSA-N","(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol;(3beta)-stigmast-5-en-3-ol;beta-sitosterol;beta-Sitosterol;Beta-sitosterol;Beta-Sitosterol;phytosterol;sitosterol;Sitosterol;Sobatum","Harzol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C",9.3,NA,NA,NA,"C01753;D08518","C01753","HMDB0000852","C29H50O","Beta-sitosterol","TGFB1;CASP8;BAX;MAP2;EDN1;PRKCA;CASP9;BCL2;CASP3;PRKAA2;SIGMAR1;CACNG3;CACNG2;GRIN3A;GRIN3B;CYP27B1;ESR1;ESR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;CLEC4E;CACNG5;CACNG4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;AR;PPARA;CACNA2D3;GABRQ;CACNG8;CACNG7;CACNG6;RORA;RXRA;SULT2B1;THRB;VDR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1F;CACNA1S;CACNA2D1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;NR1I2;CACNA1I;CACNA1H;CACNA1G;CACNA2D2;CACNA2D4;NR1I3;F2;POLB;CYP3A4;CYP2D6"
"beta-sitosterol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000358","TCMol22411","beta-sitosterol","36.9139058327","414.790","0.75123","222284","KZJWDPNRJALLNS-VJSFXXLFSA-N","(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol;(3beta)-stigmast-5-en-3-ol;beta-sitosterol;beta-Sitosterol;Beta-sitosterol;Beta-Sitosterol;phytosterol;sitosterol;Sitosterol;Sobatum","Harzol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C",9.3,NA,NA,NA,"C01753;D08518","C01753","HMDB0000852","C29H50O","beta-sitosterol","TGFB1;CASP8;BAX;MAP2;EDN1;PRKCA;CASP9;BCL2;CASP3;PRKAA2;SIGMAR1;CACNG3;CACNG2;GRIN3A;GRIN3B;CYP27B1;ESR1;ESR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;CLEC4E;CACNG5;CACNG4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;AR;PPARA;CACNA2D3;GABRQ;CACNG8;CACNG7;CACNG6;RORA;RXRA;SULT2B1;THRB;VDR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1F;CACNA1S;CACNA2D1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;NR1I2;CACNA1I;CACNA1H;CACNA1G;CACNA2D2;CACNA2D4;NR1I3;F2;POLB;CYP3A4;CYP2D6"
"beta-sitosterol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000358","TCMol22411","beta-sitosterol","36.9139058327","414.790","0.75123","222284","KZJWDPNRJALLNS-VJSFXXLFSA-N","(1S,2R,5S,10S,11S,14R,15R)-14-[(2R,5R)-5-ethyl-6-methylheptan-2-yl]-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-7-en-5-ol;(3beta)-stigmast-5-en-3-ol;beta-sitosterol;beta-Sitosterol;Beta-sitosterol;Beta-Sitosterol;phytosterol;sitosterol;Sitosterol;Sobatum","Harzol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C",9.3,NA,NA,NA,"C01753;D08518","C01753","HMDB0000852","C29H50O","Beta-Sitosterol","TGFB1;CASP8;BAX;MAP2;EDN1;PRKCA;CASP9;BCL2;CASP3;PRKAA2;SIGMAR1;CACNG3;CACNG2;GRIN3A;GRIN3B;CYP27B1;ESR1;ESR2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;CLEC4E;CACNG5;CACNG4;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;AR;PPARA;CACNA2D3;GABRQ;CACNG8;CACNG7;CACNG6;RORA;RXRA;SULT2B1;THRB;VDR;CACNA1A;CACNA1B;CACNA1C;CACNA1D;CACNA1E;CACNA1F;CACNA1S;CACNA2D1;CACNB1;CACNB2;CACNB3;CACNB4;CACNG1;NR1I2;CACNA1I;CACNA1H;CACNA1G;CACNA2D2;CACNA2D4;NR1I3;F2;POLB;CYP3A4;CYP2D6"
"campesteryl ferulate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL002669","TCMol22405","Campesteryl ferulate","22.0978489182","576.940","0.59241","15056832","SWIWTAJTJOYCTB-NMYXBGBTSA-N","Campesteryl ferulate","Campesteryl ferulate","CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)C=CC5=CC(=C(C=C5)O)OC)C)C",11.1,NA,NA,NA,NA,NA,NA,"C38H56O4","Campesteryl ferulate",NA
"celabenzine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005314","TCMol22470","Celabenzine","101.882595439","379.550","0.48772","442847",NA,"Celabenzine;NA","Celabenzine",NA,NA,NA,NA,NA,"C10578",NA,NA,"C23H29N3O2","Celabenzine",NA
"chrysanthemaxanthin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL004492","TCMol22421","Chrysanthemaxanthin","38.7239811459","584.960","0.58352","21160900","JRHJXXLCNATYLS-SOOLLQOPSA-N","Chrysanthemaxanthin","Chrysanthemaxanthin","CC1=CC(CC(C1C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C2C=C3C(CC(CC3(O2)C)O)(C)C)C)C)(C)C)O",10.1,NA,NA,NA,NA,NA,NA,"C40H56O3","Chrysanthemaxanthin",NA
"cis-widdrol alpha-epoxide","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005396","TCMol22552","cis-Widdrol alpha-epoxide","69.0430550498","238.410","0.14728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"d-erythro-isocitric acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005359","TCMol22515","D-erythro-Isocitric acid","65.428957409","192.140","0.044308","447805",NA,"D-erythro-Isocitric acid;NA","D-erythro-Isocitric acid",NA,NA,NA,NA,NA,"C04617",NA,NA,"C6H8O7","D-erythro-Isocitric acid","PDCD6;CIB2;CIB1;LSM6;CHP1;CALR3;CPB1;S100A16;CS;FBN2;AKR1B1;NCS1;GCA;IL4I1;GRIA3;GSK3B;APRT;IMPA1;IMPA2;ITPA;MDH2;NUCB1;NUCB2;PEF1;CTDSP1;PLEKHA1;RNASE1;RNASE3;S100A6;S100A13;S100B;SPARC;SRC;SRI;TFRC;TPT1;C8G;CALB2;CALM1;CALM2;CALM3;CALR;CANX;CAPS;CASQ1;FBN3;CASQ2;CASR;CADPS;RGN;HGS;CADPS2;NRXN1"
"dammarane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005397","TCMol22553","Dammarane","19.7342215689","414.840","0.70137","9548714",NA,"Dammarane;NA","Dammarane",NA,NA,NA,NA,NA,"C22609",NA,NA,"C30H54","Dammarane",NA
"darutoside","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000628","TCMol22561","darutoside","21.3181738714","574.930","0.63003","12309042","QWWPCQGHWWNGET-UHFFFAOYSA-N","Darutoside","Darutoside","CC1(C2CCC3=CC(CCC3C2(CCC1OC4C(C(C(C(O4)CO)O)O)O)C)(C)C(CO)O)C",1.6,NA,NA,NA,NA,NA,NA,"C26H44O8","Darutoside",NA
"darutoside","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000628","TCMol22561","darutoside","21.3181738714","574.930","0.63003","146159280","QWWPCQGHWWNGET-MUONOVFXSA-N","Darutoside","Darutoside","CC1(C2CCC3=CC(CCC3C2(CCC1OC4C(C(C(C(O4)CO)O)O)O)C)(C)C(CO)O)C",1.6,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",NA,NA,NA,"C26H44O8","Darutoside",NA
"darutoside","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000628","TCMol22561","darutoside","21.3181738714","574.930","0.63003","44715524","QWWPCQGHWWNGET-LCVVDEIYSA-N","Darutoside","Darutoside","CC1(C2CCC3=CC(CCC3C2(CCC1OC4C(C(C(C(O4)CO)O)O)O)C)(C)C(CO)O)C",1.6,"Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides",NA,NA,NA,"C26H44O8","Darutoside",NA
"dauricine (8ci)","Panax Ginseng C. A. Mey.","人参","Renshen","MOL001965","TCMol22396","Dauricine (8CI)","23.65048221","624.840","0.36975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"dbp","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000676","TCMol22563","DBP","64.5416405","278.380","0.13409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
