"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","11213350","PYXFVCFISTUSOO-HKUCOEKDSA-N","(20S)-Protopanaxadiol;20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","(20S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C20715",NA,NA,"C30H52O3","20(S)-protopanaxadiol","MMP2;NOS2;HOXA10;VDR;Soat1;ESR1;PTPN1"
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","9890474","PYXFVCFISTUSOO-BKYULYPYSA-N","20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","20(S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,"C30H52O3","20(S)-Protopanaxadiol",NA
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","71463826","PYXFVCFISTUSOO-FUGCFWOQSA-N","20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","20(S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,NA,NA,NA,NA,NA,NA,"C30H52O3","20(S)-Protopanaxadiol",NA
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","9890474","PYXFVCFISTUSOO-BKYULYPYSA-N","20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","20(S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,"C30H52O3","20(S)-protopanaxadiol",NA
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","11213350","PYXFVCFISTUSOO-HKUCOEKDSA-N","(20S)-Protopanaxadiol;20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","(20S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,"Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","C20715",NA,NA,"C30H52O3","20(S)-Protopanaxadiol","MMP2;NOS2;HOXA10;VDR;Soat1;ESR1;PTPN1"
"20(s)-protopanaxadiol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005285","TCMol22441","20(s)-protopanaxadiol","29.692037474","460.820","0.77148","71463826","PYXFVCFISTUSOO-FUGCFWOQSA-N","20(s)-protopanaxadiol;20(S)-Protopanaxadiol;Protopanaxadiol","20(S)-Protopanaxadiol","CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)O)C)C)O)C)O)C",7.2,NA,NA,NA,NA,NA,NA,"C30H52O3","20(s)-protopanaxadiol",NA
"3-[[(2s)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005390","TCMol22546","3-[[(2S)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid","21.293154241","219.270","0.060324","988",NA,"3-(2,4-dihydroxy-3,3-dimethylbutanamido)propanoic acid;3-[[(2S)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid;NA","3-(2,4-dihydroxy-3,3-dimethylbutanamido)propanoic acid",NA,NA,NA,NA,NA,NA,NA,"HMDB0250782","C9H17NO5","3-[[(2S)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",NA
"3-ethyl-3-methylheptane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005293","TCMol22449","3-Ethyl-3-methylheptane","37.3344708197","142.320","0.017734","140213","HSOMNBKXPGCNBH-UHFFFAOYSA-N","3-Ethyl-3-methylheptane","3-Ethyl-3-methylheptane","CCCCC(C)(CC)CC",5.2,NA,NA,NA,NA,NA,NA,"C10H22","3-Ethyl-3-methylheptane",NA
"3-methylheptane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005294","TCMol22450","3-methylheptane","37.0962491709","114.260","0.0079803","11519","LAIUFBWHERIJIH-UHFFFAOYSA-N","3-methyl-heptane;3-methylheptane","3-methylheptane","CCCCC(C)CC",4.3,NA,NA,NA,NA,NA,"HMDB0031583","C8H18","3-methylheptane",NA
"3-methylheptane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005294","TCMol22450","3-methylheptane","37.0962491709","114.260","0.0079803","11519","LAIUFBWHERIJIH-UHFFFAOYSA-N","3-methyl-heptane;3-methylheptane","3-methylheptane","CCCCC(C)CC",4.3,NA,NA,NA,NA,NA,"HMDB0031583","C8H18","3-Methylheptane",NA
"3-methylheptane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005294","TCMol22450","3-methylheptane","37.0962491709","114.260","0.0079803","11519","LAIUFBWHERIJIH-UHFFFAOYSA-N","3-methyl-heptane;3-methylheptane","3-methylheptane","CCCCC(C)CC",4.3,NA,NA,NA,NA,NA,"HMDB0031583","C8H18","3-METHYLHEPTANE",NA
"3-methylundecane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005295","TCMol22451","3-methylundecane","6.57435270994","170.380","0.023915","13845","HTZWVZNRDDOFEI-UHFFFAOYSA-N","3-methylundecane;3-Methylundecane","3-methylundecane","CCCCCCCCC(C)CC",6.4,"Hydrocarbons","Saturated hydrocarbons","Alkanes",NA,NA,NA,"C12H26","3-methylundecane",NA
"3-methylundecane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005295","TCMol22451","3-methylundecane","6.57435270994","170.380","0.023915","13845","HTZWVZNRDDOFEI-UHFFFAOYSA-N","3-methylundecane;3-Methylundecane","3-methylundecane","CCCCCCCCC(C)CC",6.4,"Hydrocarbons","Saturated hydrocarbons","Alkanes",NA,NA,NA,"C12H26","3-METHYLUNDECANE",NA
"3-methylundecane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005295","TCMol22451","3-methylundecane","6.57435270994","170.380","0.023915","13845","HTZWVZNRDDOFEI-UHFFFAOYSA-N","3-methylundecane;3-Methylundecane","3-methylundecane","CCCCCCCCC(C)CC",6.4,"Hydrocarbons","Saturated hydrocarbons","Alkanes",NA,NA,NA,"C12H26","3-Methylundecane",NA
"3-o-beta-d-glucuronopyranosyl gypsogenin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005291","TCMol22447","3-O-beta-D-Glucuronopyranosyl gypsogenin","8.68058511918","646.900","0.32446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-o-beta-d-glucuronopyranosyl gypsogenin_qt","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005292","TCMol22448","3-O-beta-D-Glucuronopyranosyl gypsogenin_qt","23.7164673587","470.760","0.7457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3,4-dimethylheptane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005289","TCMol22445","3,4-Dimethylheptane","46.6745350067","128.290","0.012044","13534","MAKRYGRRIKSDES-UHFFFAOYSA-N","3,4-dimethylheptane","3,4-dimethylheptane","CCCC(C)C(C)CC",4.5,"Hydrocarbons","Saturated hydrocarbons","Alkanes",NA,NA,"HMDB0031416","C9H20","3,4-dimethylheptane",NA
"3,5-dimethyl-p-anisic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005290","TCMol22446","3,5-Dimethyl-p-anisic acid","61.1054574951","180.220","0.047297","88944",NA,"3,5-Dimethyl-p-anisic acid;NA","3,5-Dimethyl-p-anisic acid",NA,NA,NA,NA,NA,NA,NA,NA,"C10H12O3","3,5-Dimethyl-p-anisic acid","TLR6;SLCO1B1;SLCO2B1;PISD;GOT1;GOT2;SLCO1B3;JUN;PPARA;CISD1;PTGS1;PTGS2;RARA;RARB;RARG;RXRA;RXRB;RXRG;SLC6A4;THRB;TLR1;TLR2;TLR4;SLC22A8"
"3691-11-0","Panax Ginseng C. A. Mey.","人参","Renshen","MOL002526","TCMol22404","3691-11-0","23.6559285618","204.390","0.072163","94275",NA,"3691-11-0;delta-Guaiene;NA","delta-Guaiene",NA,NA,NA,NA,NA,"C20174",NA,NA,"C15H24","3691-11-0","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"4-methyldodecane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005296","TCMol22452","4-Methyldodecane","6.38948713442","184.410","0.030047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5-[(3as,6r,6ar)-2-keto-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-6-yl]valeric acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005313","TCMol22469","5-[(3aS,6R,6aR)-2-keto-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-6-yl]valeric acid","75.7530284988","244.350","0.095535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5-heptadec-12-enylresorcinol","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005298","TCMol22454","5-heptadec-12-enylresorcinol","3.29074325651","346.610","0.3225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5-isobutylnonane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005297","TCMol22453","5-Isobutylnonane","6.08008988903","184.410","0.026968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5-methyl-tetradecane","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005299","TCMol22455","5-methyl-tetradecane","16.1532531765","212.470","0.046466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6'-malonylginsenoside rd1","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005300","TCMol22456","6'-Malonylginsenoside Rd1","6.70401534976","1195.510","0.026846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6'-malonylginsenoside rd1_qt1","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005301","TCMol22457","6'-Malonylginsenoside Rd1_qt1","29.692037474","460.820","0.77247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7-(beta-xylosyl)cephalomannine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005302","TCMol22458","7-(beta-Xylosyl)cephalomannine","27.3256184532","962.150","0.17471",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7-tetradecyne","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005303","TCMol22459","7-Tetradecyne","20.0659626716","194.400","0.039931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7alpha-l-rhamnosyl-6-methoxylutcolin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005304","TCMol22460","7alpha-L-Rhamnosyl-6-methoxylutcolin","15.0296892044","462.440","0.78679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9-hexadecenoic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL001312","TCMol22386","9-HEXADECENOIC ACID","35.7758532147","254.460","0.1","4668",NA,"9-HEXADECENOIC ACID;NA","9-HEXADECENOIC ACID",NA,NA,NA,NA,NA,NA,NA,"HMDB0247596","C16H30O2","9-HEXADECENOIC ACID",NA
"9-hexadecenoic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL001312","TCMol22386","9-HEXADECENOIC ACID","35.7758532147","254.460","0.1","5282745","SECPZKHBENQXJG-BQYQJAHWSA-N","(9E)-hexadec-9-enoic acid;9-HEXADECENOIC ACID;Palmitelaidic Acid;trans-9-palmitoleic acid","Palmitelaidic Acid","CCCCCCC=CCCCCCCCC(=O)O",6.4,NA,NA,NA,NA,NA,"HMDB0012328","C16H30O2","9-HEXADECENOIC ACID","PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ALDH1A1;F12;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;GATM;HPGDS;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;PPARG;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;RARA;RARB;RARG;RARRES1;RBP4;ELOVL5;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4"
"9-hexadecenoic acid","Panax Ginseng C. A. Mey.","人参","Renshen","MOL001312","TCMol22386","9-HEXADECENOIC ACID","35.7758532147","254.460","0.1","445638","SECPZKHBENQXJG-FPLPWBNLSA-N","(9Z)-hexadec-9-enoic acid;(9Z)-Hexadecenoic acid;(Z)-Palmitoleic acid;9-HEXADECENOIC ACID;cis-9-palmitoleic acid;Palmitoleic acid;Palmitoleic Acid;zoomaric acid","zoomaric acid","CCCCCCC=CCCCCCCCC(=O)O",6.4,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C08362","C08362","HMDB0003229","C16H30O2","9-HEXADECENOIC ACID","EIF2AK2;PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ALDH1A1;F12;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;PLA2G2D;GATM;HPGDS;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;PPARG;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGS1;PTGS2;RARA;RARB;RARG;RARRES1;RBP4;ELOVL5;RXRA;RXRB;RXRG;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4;F3;PTPN1;FABP5"
"acetal","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005306","TCMol22462","Acetal","26.3961142837","118.200","0.0087235","7765","DHKHKXVYLBGOIT-UHFFFAOYSA-N","1,1-diethoxyethane;Acetal","1,1-diethoxyethane","CCOC(C)OCC",0.8,"Organic oxygen compounds","Organooxygen compounds","Ethers",NA,NA,"HMDB0031644","C6H14O2","Acetal",NA
"adenosine triphosphate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005307","TCMol22463","Adenosine triphosphate","8.22979467231","491.220","0.5781","5957","ZKHQWZAMYRWXGA-KQYNXXCUSA-N","({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)phosphonic acid;Adenosine 5'-triphosphate;Adenosine triphosphate;Adenosine-5'-triphosphate;ATP","ATPO","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N",-5.7,NA,NA,NA,"C00002;D08646","C00002","HMDB0000538","C10H16N5O13P3","Adenosine triphosphate","ADORA1;ADORA2A;ADORA2B;ADORA3;ABL1;ADCY1;SLC27A2;ADCY8;ADK;CREB1;ERBB3;ACSL1;FBP1;ANPEP;NPC1L1;HINT1;CHCHD10;PDE4B;PRKAG2;PDE4D;ACSL5;PRKAG3;PRKAA1;PRKAA2;PRKAB1;PRKAB2;PRKAG1;ACSS2;SOAT1;ZFP36L1;ACSS1;FBP2;P2ry4;MAP3K7;JAK2;Cck;panE;HSPA1A;Adra2c;Ak2;GK;Ak1;HSP90B1;P2RY2;P2RY1;MAPKAPK2;P2ry1;P2rx2;P2RX1;P2rx4;P2rx5;P2rx6;P2RY4;P2RX3;GlyRS;TRAP1;P2RY6;PPP2R5A;P2RY11;P2RX4;P2RX7;P2ry12;P2RY12;CISD1;P2RX2"
"adenosine triphosphate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005307","TCMol22463","Adenosine triphosphate","8.22979467231","491.220","0.5781","238","ZKHQWZAMYRWXGA-UHFFFAOYSA-N","[[(2R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate;11016-17-4;119439-06-4;3-Methylbenzo[d]thiazol-3-iuM chloride;adenosin-5'-triphosphat;Adenosine 5 inverted exclamation mark -triphosphate;Adenosine triphosphate;Adetide;Adetphos;AKOS025397170;Ara-ATP;ATP;ATP disodium;BCP31121;DA-67302;disodium [[[5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphoryl]oxy-oxido-phosphoryl] hydrogen phosphate;Disodium dihydrogen ATP;Fosfobion disodium salt;L000988;Laevadosin;MFCD00065467;Myotriphos;NS00013346;NSC20268;R-PHYCOERYTHRIN;SCHEMBL889293;SY096717;Triadesin A;Triphosadenine","Adetide","C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N",-5.7,NA,NA,NA,"C00002",NA,"HMDB0257997","C10H16N5O13P3","Adenosine triphosphate",NA
"alexandrin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005398","TCMol22554","alexandrin","20.6319368572","576.950","0.62713","5742590","NPJICTMALKLTFW-OFUAXYCQSA-N","alexandrin;beta-daucosterol;daucosterin;daucosterol;Daucosterol;Sitogluside;Sitosteryl glucoside","Daucosterol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C",7.7,NA,NA,NA,"D05848;C20785",NA,NA,"C35H60O6","alexandrin","POLB;Akr1b1"
"alexandrin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005398","TCMol22554","alexandrin","20.6319368572","576.950","0.62713","5742590","NPJICTMALKLTFW-OFUAXYCQSA-N","alexandrin;beta-daucosterol;daucosterin;daucosterol;Daucosterol;Sitogluside;Sitosteryl glucoside","Daucosterol","CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C",7.7,NA,NA,NA,"D05848;C20785",NA,NA,"C35H60O6","Alexandrin","POLB;Akr1b1"
"alexandrin_qt","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005399","TCMol22555","alexandrin_qt","36.9139058327","414.790","0.75268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"alloaromadedrene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000066","TCMol22562","alloaromadedrene","53.4613596861","204.390","0.10414","91354","ITYNGVSTWVVPIC-UHFFFAOYSA-N","1,1,2-trimethyl-5-methylidene-decahydro-1H-cyclopropa[e]azulene;alloaromadedrene;aromandendrene","alloaromadedrene","CC1CCC2C1C3C(C3(C)C)CCC2=C",4.7,NA,NA,NA,NA,NA,"HMDB0036418","C15H24","Alloaromadedrene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alloaromadedrene","Panax Ginseng C. A. Mey.","人参","Renshen","MOL000066","TCMol22562","alloaromadedrene","53.4613596861","204.390","0.10414","91354","ITYNGVSTWVVPIC-UHFFFAOYSA-N","1,1,2-trimethyl-5-methylidene-decahydro-1H-cyclopropa[e]azulene;alloaromadedrene;aromandendrene","alloaromadedrene","CC1CCC2C1C3C(C3(C)C)CCC2=C",4.7,NA,NA,NA,NA,NA,"HMDB0036418","C15H24","alloaromadedrene","ADH1A;ADH1B;ADH1C;DLG4;ETFDH;ALDH2;GPD1L;GAMT;GATM;GPD1;GPD2;KCNA1;KCNA2;KCNA3;KCNA4;KCNA5;KCNA6;KCNA7;KCNA10;KCNB1;KCNC1;KCNC2;KCNC3;KCND1;KCND2;KCND3;PAX2;KCNK4;ZDHHC2;PRKAB1;RNASE1;TPO;CAT;AIFM2;KCNB2"
"alpha-guttiferin","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005392","TCMol22548","alpha-Guttiferin","4.42580219659","452.590","0.64929","157010060","DMYAAHDGSITLHJ-UHFFFAOYSA-N","alpha-Guttiferin","alpha-Guttiferin","CC1CCC=C(C1C(C)O)C(=O)C2=C3C(=C(C(=C2O)CC=C(C)C)OC)C(=C(C(=O)O3)C)C",5.7,NA,NA,NA,NA,NA,"HMDB0303362","C27H34O6","alpha-Guttiferin",NA
"aposiopolamine","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005308","TCMol22464","Aposiopolamine","66.6469071303","271.340","0.21999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"arachidonate","Panax Ginseng C. A. Mey.","人参","Renshen","MOL005320","TCMol22476","arachidonate","45.5732499096","304.520","0.20491","444899","YZXBAPSDXZZRGB-DOFZRALJSA-N","(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid;arachidonate;Arachidonate;arachidonic acid;Arachidonic acid;Arachidonic Acid","Arachidonate","CCCCCC=CCC=CCC=CCC=CCCCC(=O)O",6.3,NA,NA,NA,"C00219","C00219","HMDB0001043","C20H32O2","arachidonate","KCNK2;MAPK3;EGR1;CETP;GLB1;ALDH3A1;PPARG;ASIC3;XDH;SCNN1A;TWIST1;PPP5C;EPHA2;PTGES;ALDH2;RELA;PECAM1;CDK2;TNFRSF1A;CASP3;CES1;RETN;SMO;SH3GL2;NOS3;SELP;ABCA1;SOD1;PTGS1;PLA2G1B;CDK4;CYP1B1;SRC;COL1A2;AKT1;YWHAZ;IDO1;VIM;TNFRSF1B;NFE2L2;G6PD;MAPK1;ABCG1;PRKCB;UCP2;PTGS2;KCNK10;ABCC1;CCND1;PLA2G4A;APOD;TRPM8;TRPV4;ALOX5;CFTR;PTGDR2;PARK7;CKB;CKM;CKMT1B;CKMT2;OSR1;CP;CYP3A7;CYP26A1;ELN;ALDH1A1;FABP2;FABP7;ACSL4;ALDH9A1;FEN1;ALOX12;FXN;ALOX5AP;ALOX15B;ALPL;FTH1;FTL;NEIL2;GAMT;GATM;HPGDS;GP1BA;FFAR1;OBP2A;HBA1;HBA2;APOA2;CYP26C1;IGFBP3;LCN1;LCN2;FADS1;MAX;MYC;OPRL1;AHSP;PDK4;PMP2;POLB;EGLN1;PPARA;PPARD;CKMT1A;ELOVL2;PPP2R4;HDAC8;CYP26B1;PSG5;LYRM4;PTGER1;PTGER2;PTGER3;PTGER4;RARA;RARB;RARG;RARRES1;RBP4;BCL2;ELOVL5;RXRA;RXRB;RXRG;S100A7;SC5D;FN3K;SLC6A4;SLC6A8;SLC8A2;SLC8A1;SLC8A3;SP1;SREBF1;TBX1;TF;TFR2;TFRC;THBD;THRB;TRPV1;YY1;NEIL1;ALDH1A2;GPRC5A;NFS1;FADS2;NR1H4;FAAH;HSPD1;CYP19A1;F3;FABP4;Cacna1c;Tbxa2r;NR4A2;FABP5;Fabp5;TST;CYP51A1;SLCO1B3;PLA2G4C;Trpv2;SLCO1B1"
