"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"cam","Prunellae Spica","夏枯草","Xiakucao","MOL000130","TCMol28270","CAM","67.1738128547","152.260","0.053027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"cyanidol","Prunellae Spica","夏枯草","Xiakucao","MOL000002","TCMol28275","cyanidol","1.3646428372","287.260","0.24431","68247","COAWNPJQKJEHPG-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-1λ⁴-chromen-1-ylium chloride;Cyanidin chloride;Cyanidin Chloride;cyanidol","Cyanidin Chloride","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-]",NA,"Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids",NA,NA,NA,"C15H11ClO6","cyanidol","AMY2A;TP53;PPARG;TXN;NOS3;PTGS2;CXCL8;SOD1;TNF;DPP4;SNCA;SIRT6"
"cyanidol","Prunellae Spica","夏枯草","Xiakucao","MOL000002","TCMol28275","cyanidol","1.3646428372","287.260","0.24431","68247","COAWNPJQKJEHPG-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-1λ⁴-chromen-1-ylium chloride;Cyanidin chloride;Cyanidin Chloride;cyanidol","Cyanidin Chloride","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O.[Cl-]",NA,"Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids",NA,NA,NA,"C15H11ClO6","Cyanidol","AMY2A;TP53;PPARG;TXN;NOS3;PTGS2;CXCL8;SOD1;TNF;DPP4;SNCA;SIRT6"
"cyanidol","Prunellae Spica","夏枯草","Xiakucao","MOL000002","TCMol28275","cyanidol","1.3646428372","287.260","0.24431","128861","VEVZSMAEJFVWIL-UHFFFAOYSA-O","2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-1λ⁴-chromen-1-ylium;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2H-chromen-2-ylium;Cyanidin;cyanidol","Cyanidin","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids","C05905","C05905","HMDB0002708","C15H11O6+","cyanidol","ADAMTS5;MAP2K4;NR1H2;IL6;NOS2;RAF1;PTGS2;UGT1A;MMP13;SIRT3;CXCL8;PPARA;TNF;CASP9;NFKB1;MAP2K1;CASP3;IL17RA;IL17A;AKT1;MAPK1;PARP1;F2;MAL62;PTGS1;CD38;DAPK1;GLO1;NR1H3"
"cyanidol","Prunellae Spica","夏枯草","Xiakucao","MOL000002","TCMol28275","cyanidol","1.3646428372","287.260","0.24431","128861","VEVZSMAEJFVWIL-UHFFFAOYSA-O","2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-1λ⁴-chromen-1-ylium;2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-2H-chromen-2-ylium;Cyanidin;cyanidol","Cyanidin","C1=CC(=C(C=C1C2=[O+]C3=CC(=CC(=C3C=C2O)O)O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","Hydroxyflavonoids","C05905","C05905","HMDB0002708","C15H11O6+"," Cyanidol","ADAMTS5;MAP2K4;NR1H2;IL6;NOS2;RAF1;PTGS2;UGT1A;MMP13;SIRT3;CXCL8;PPARA;TNF;CASP9;NFKB1;MAP2K1;CASP3;IL17RA;IL17A;AKT1;MAPK1;PARP1;F2;MAL62;PTGS1;CD38;DAPK1;GLO1;NR1H3"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","68245","FFNDMZIBVDSQFI-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium chloride;delphinidin;Delphinidin;Delphinidin chloride","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]",NA,NA,NA,NA,"C05908",NA,NA,NA,"delphinidin","BAX;EGFR;PCNA;JUN;CBR1;CASP3"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","68245","FFNDMZIBVDSQFI-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium chloride;delphinidin;Delphinidin;Delphinidin chloride","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]",NA,NA,NA,NA,"C05908",NA,NA,NA," Delphinidin","BAX;EGFR;PCNA;JUN;CBR1;CASP3"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","68245","FFNDMZIBVDSQFI-UHFFFAOYSA-N","3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium chloride;delphinidin;Delphinidin;Delphinidin chloride","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O.[Cl-]",NA,NA,NA,NA,"C05908",NA,NA,NA,"Delphinidin","BAX;EGFR;PCNA;JUN;CBR1;CASP3"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","128853","JKHRCGUTYDNCLE-UHFFFAOYSA-O","3,3',4',5,5',7-Hexahydroxyflavylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium;delphinidin;Delphinidin","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,NA,NA,NA,"C05908","C05908","HMDB0003074","C15H11O7+","delphinidin","MMP2;FLG;MMP1;PRKAA1;JUND;TERT;FOSL1;NFKB1;MTOR;CASP3;MT1A;CYP3A4;JUNB;CASP8;VDR;CASP14;MAPK8;PLEK;MMP9;NSFL1C;AKT1;KRT10;MT2A;HIF1A;EGFR;HDAC3;VEGFA;RPS6KB1;CASP7;EIF4E;KRT1;CYP1A1;CTNNB1;CCND1;IFI27;FOSL2;PIK3CA;PIK3CB;PIK3CD;PIK3CG;TGFB1;FN1;OCLN;FGFR1;PCNA;Casp14;JUN;CLDN1;KRT14;LOXL2;CD38;KDR;SNCA;GLO1;brpA;SIRT6;CREBBP"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","128853","JKHRCGUTYDNCLE-UHFFFAOYSA-O","3,3',4',5,5',7-Hexahydroxyflavylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium;delphinidin;Delphinidin","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,NA,NA,NA,"C05908","C05908","HMDB0003074","C15H11O7+"," Delphinidin","MMP2;FLG;MMP1;PRKAA1;JUND;TERT;FOSL1;NFKB1;MTOR;CASP3;MT1A;CYP3A4;JUNB;CASP8;VDR;CASP14;MAPK8;PLEK;MMP9;NSFL1C;AKT1;KRT10;MT2A;HIF1A;EGFR;HDAC3;VEGFA;RPS6KB1;CASP7;EIF4E;KRT1;CYP1A1;CTNNB1;CCND1;IFI27;FOSL2;PIK3CA;PIK3CB;PIK3CD;PIK3CG;TGFB1;FN1;OCLN;FGFR1;PCNA;Casp14;JUN;CLDN1;KRT14;LOXL2;CD38;KDR;SNCA;GLO1;brpA;SIRT6;CREBBP"
"delphinidin","Prunellae Spica","夏枯草","Xiakucao","MOL004798","TCMol28295","delphinidin","40.6349752904","303.260","0.27763","128853","JKHRCGUTYDNCLE-UHFFFAOYSA-O","3,3',4',5,5',7-Hexahydroxyflavylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)-1λ⁴-chromen-1-ylium;delphinidin;Delphinidin","Delphinidin","C1=C(C=C(C(=C1O)O)O)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,NA,NA,NA,"C05908","C05908","HMDB0003074","C15H11O7+","Delphinidin","MMP2;FLG;MMP1;PRKAA1;JUND;TERT;FOSL1;NFKB1;MTOR;CASP3;MT1A;CYP3A4;JUNB;CASP8;VDR;CASP14;MAPK8;PLEK;MMP9;NSFL1C;AKT1;KRT10;MT2A;HIF1A;EGFR;HDAC3;VEGFA;RPS6KB1;CASP7;EIF4E;KRT1;CYP1A1;CTNNB1;CCND1;IFI27;FOSL2;PIK3CA;PIK3CB;PIK3CD;PIK3CG;TGFB1;FN1;OCLN;FGFR1;PCNA;Casp14;JUN;CLDN1;KRT14;LOXL2;CD38;KDR;SNCA;GLO1;brpA;SIRT6;CREBBP"
"docosanoate","Prunellae Spica","夏枯草","Xiakucao","MOL000399","TCMol28287","Docosanoate","15.6884486297","340.660","0.26054","5460660","UKMSUNONTOPOIO-UHFFFAOYSA-M","docosanoate","docosanoate","CCCCCCCCCCCCCCCCCCCCCC(=O)[O-]",10.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,"docosanoate","A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"docosanoate","Prunellae Spica","夏枯草","Xiakucao","MOL000399","TCMol28287","Docosanoate","15.6884486297","340.660","0.26054","5460660","UKMSUNONTOPOIO-UHFFFAOYSA-M","docosanoate","docosanoate","CCCCCCCCCCCCCCCCCCCCCC(=O)[O-]",10.3,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA," Docosanoate","A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"eic","Prunellae Spica","夏枯草","Xiakucao","MOL000131","TCMol28271","EIC","41.9044360216","280.500","0.14347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"endo-fenchol","Prunellae Spica","夏枯草","Xiakucao","MOL002004","TCMol28276","endo-fenchol","76.4258011486","154.280","0.050453","439711","IAIHUHQCLTYTSF-MRTMQBJTSA-N","(-)-endo-Fenchol;(1S,2S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol;alpha-Fenchol;endo-fenchol","2-Fenchanol","CC1(C2CCC(C2)(C1O)C)C",2.5,"Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","C02344",NA,NA,NA,"endo-fenchol","TRPV3;NEFL;OPRK1;KCNK4;TACR2;CACNA1A;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;TRPM8;CACNA1G;TRPA1"
"endo-fenchol","Prunellae Spica","夏枯草","Xiakucao","MOL002004","TCMol28276","endo-fenchol","76.4258011486","154.280","0.050453","439711","IAIHUHQCLTYTSF-MRTMQBJTSA-N","(-)-endo-Fenchol;(1S,2S,4R)-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol;alpha-Fenchol;endo-fenchol","2-Fenchanol","CC1(C2CCC(C2)(C1O)C)C",2.5,"Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","C02344",NA,NA,NA," endo-Fenchol","TRPV3;NEFL;OPRK1;KCNK4;TACR2;CACNA1A;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;TRPM8;CACNA1G;TRPA1"
"endo-fenchol","Prunellae Spica","夏枯草","Xiakucao","MOL002004","TCMol28276","endo-fenchol","76.4258011486","154.280","0.050453","6997371","IAIHUHQCLTYTSF-OYNCUSHFSA-N","endo-fenchol","endo-fenchol","CC1(C2CCC(C2)(C1O)C)C",2.5,NA,NA,NA,NA,NA,NA,NA,"endo-fenchol","TRPV3;NEFL;OPRK1;KCNK4;TACR2;CACNA1A;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;TRPM8;CACNA1G;TRPA1"
"endo-fenchol","Prunellae Spica","夏枯草","Xiakucao","MOL002004","TCMol28276","endo-fenchol","76.4258011486","154.280","0.050453","6997371","IAIHUHQCLTYTSF-OYNCUSHFSA-N","endo-fenchol","endo-fenchol","CC1(C2CCC(C2)(C1O)C)C",2.5,NA,NA,NA,NA,NA,NA,NA," endo-Fenchol","TRPV3;NEFL;OPRK1;KCNK4;TACR2;CACNA1A;CACNA1C;CACNA1D;CACNA1F;CACNA1S;CACNB1;CACNB2;CACNB3;CACNB4;TRPM8;CACNA1G;TRPA1"
"esculetin","Prunellae Spica","夏枯草","Xiakucao","MOL003837","TCMol28286","esculetin","22.96888958","178.150","0.066251","5281416","ILEDWLMCKZNDJK-UHFFFAOYSA-N","6,7-dihydroxy-2H-chromen-2-one;6,7-Dihydroxycoumarin;Aesculetin;Aesculetin (Cichorigenin;esculetin;Esculetin","Aesculetin","C1=CC(=O)OC2=CC(=C(C=C21)O)O",1.2,NA,NA,NA,"C09263",NA,NA,NA,"esculetin","MMP1;ACE2;MMP3;RB1;KEAP1;CASP3;BCL2;CDKN1A;CDK2;CDK4;DDIT3;SNCA;SLC7A1;NQO1;NFE2L2;ROS1;CASP8;CASP9;NFKB1;RELA;MGAM;CA12;CA1;CA2;MIF;AKR1B1;PTGS1;MPI;XDH;BACE1;SORD;MCL1;CA9;KDM5B"
"esculetin","Prunellae Spica","夏枯草","Xiakucao","MOL003837","TCMol28286","esculetin","22.96888958","178.150","0.066251","5281416","ILEDWLMCKZNDJK-UHFFFAOYSA-N","6,7-dihydroxy-2H-chromen-2-one;6,7-Dihydroxycoumarin;Aesculetin;Aesculetin (Cichorigenin;esculetin;Esculetin","Aesculetin","C1=CC(=O)OC2=CC(=C(C=C21)O)O",1.2,NA,NA,NA,"C09263",NA,NA,NA,"Esculetin","MMP1;ACE2;MMP3;RB1;KEAP1;CASP3;BCL2;CDKN1A;CDK2;CDK4;DDIT3;SNCA;SLC7A1;NQO1;NFE2L2;ROS1;CASP8;CASP9;NFKB1;RELA;MGAM;CA12;CA1;CA2;MIF;AKR1B1;PTGS1;MPI;XDH;BACE1;SORD;MCL1;CA9;KDM5B"
"ethyl caffeate","Prunellae Spica","夏枯草","Xiakucao","MOL002902","TCMol28281","Ethyl caffeate","103.850836727","208.230","0.067883","5317238","WDKYDMULARNCIS-GQCTYLIASA-N","ethyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate;Ethyl caffeate;ETHYL CAFFEATE;Ethyl trans-caffeate","Caffeic acid ethyl ester","CCOC(=O)C=CC1=CC(=C(C=C1)O)O",2.6,"Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,"Ethyl caffeate","TTR;Alox5"
"ethyl caffeate","Prunellae Spica","夏枯草","Xiakucao","MOL002902","TCMol28281","Ethyl caffeate","103.850836727","208.230","0.067883","5317238","WDKYDMULARNCIS-GQCTYLIASA-N","ethyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate;Ethyl caffeate;ETHYL CAFFEATE;Ethyl trans-caffeate","Caffeic acid ethyl ester","CCOC(=O)C=CC1=CC(=C(C=C1)O)O",2.6,"Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,"ETHYL CAFFEATE","TTR;Alox5"
"ethylpalmitate","Prunellae Spica","夏枯草","Xiakucao","MOL000971","TCMol28326","Ethylpalmitate","18.986722368","284.540","0.13539","12366","XIRNKXNNONJFQO-UHFFFAOYSA-N","ethyl hexadecanoate;Ethylpalmitate;Palmitic acid ethyl ester","Tox21_302505","CCCCCCCCCCCCCCCC(=O)OCC",7.8,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acid esters",NA,NA,NA,NA,"Ethylpalmitate","AGT;AR;NPR1"
"hexatriacontane","Prunellae Spica","夏枯草","Xiakucao","MOL000870","TCMol28324","HEXATRIACONTANE","7.94694120637","507.100","0.40911","12412","YDLYQMBWCWFRAI-UHFFFAOYSA-N","HEXATRIACONTANE","CH3-[CH2]34-CH3","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC",19.1,NA,NA,NA,NA,NA,NA,NA," Hexatriacontane",NA
"hexatriacontane","Prunellae Spica","夏枯草","Xiakucao","MOL000870","TCMol28324","HEXATRIACONTANE","7.94694120637","507.100","0.40911","12412","YDLYQMBWCWFRAI-UHFFFAOYSA-N","HEXATRIACONTANE","CH3-[CH2]34-CH3","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC",19.1,NA,NA,NA,NA,NA,NA,NA,"HEXATRIACONTANE",NA
"hyperin","Prunellae Spica","夏枯草","Xiakucao","MOL004368","TCMol28292","Hyperin","6.93898582002","464.410","0.76905","5742688","OVSQVDMCBVZWGM-FHYQVQSVSA-N","Hyperin","Hyperin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O",0.4,NA,NA,NA,NA,NA,NA,NA,"Hyperin",NA
"hyperin","Prunellae Spica","夏枯草","Xiakucao","MOL004368","TCMol28292","Hyperin","6.93898582002","464.410","0.76905","5378597","OVSQVDMCBVZWGM-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one;Hyperin;Isoquercitrin;ISOQUERCITRIN;Quercetin 3-beta-D-glucoside;quercetin-3-O-hexoside","Hyperin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O",0.4,NA,NA,NA,NA,NA,NA,"C21H20O12"," Hyperin","AKR1C3;CBR1;CHRM2;CHRM4;HTR1A;Htr2c;CHRM5;ADRA2A;rep;Adrb2;CHRM1;ADRA2B;Adrb1;ADRA2C;Drd3;CHRM3;DRD1;DRD5;SLC6A2;SLC6A3;HTR1D;AVPR2;Drd4;Hrh1;SLC6A4;HTR7;ADRA1A;ADRA1B;OPRM1;Grin1;OPRK1;HTR3A;HTR5A;AVPR1B;HTR6;Drd2;Gabra1;OPRD1"
"hyperin","Prunellae Spica","夏枯草","Xiakucao","MOL004368","TCMol28292","Hyperin","6.93898582002","464.410","0.76905","90657624","OVSQVDMCBVZWGM-DTGCRPNFSA-M","Hyperin","Hyperin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)[O-]",1,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides",NA,NA,NA,NA," Hyperin","AKR1C3;CBR1"
"hyperin","Prunellae Spica","夏枯草","Xiakucao","MOL004368","TCMol28292","Hyperin","6.93898582002","464.410","0.76905","90657624","OVSQVDMCBVZWGM-DTGCRPNFSA-M","Hyperin","Hyperin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)[O-]",1,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides",NA,NA,NA,NA,"Hyperin","AKR1C3;CBR1"
"hyperin","Prunellae Spica","夏枯草","Xiakucao","MOL004368","TCMol28292","Hyperin","6.93898582002","464.410","0.76905","5281643","OVSQVDMCBVZWGM-DTGCRPNFSA-N","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one;Hyperin;Hyperoside;Hyperozide;Isoquercitrin;ISOQUERCITRIN;Quercetin 3-galactoside;Quercetin-3-O-galactoside","Hyperin","C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O",0.4,NA,NA,NA,"C10073",NA,NA,"C21H20O12","Hyperin","SIRT1;CAT;NFE2L2;HMOX1;CASP3;EPHB1;UGT1A1;EDNRA;AKR1C3;CBR1;SLCO2B1;rep;CYP2D6;TYR;AKR1B1;EPHX2;FLT3;RNASEL"
