"compound.lower","herb_en_name","herb_cn_name","herb_pinyin","Mol.ID","Mol.ID2","Compound.EN","OB...","MW","DL","CID","InChIKey","Name","Bestname","CanonicalSMILES","XLogP","superclass","class","subclass","KEGGID","Keggid","HMDBID","MolecularFormula","Synonym.separate","entrez_gene_symbol"
"lignoceric acid","Prunellae Spica","夏枯草","Xiakucao","MOL000663","TCMol28304","lignoceric acid","14.9035593021","368.720","0.33352","11197","QZZGJDVWLFXDLK-UHFFFAOYSA-N","lignoceric acid;Lignoceric acid;Lignoceric Acid;tetracosanoic acid;Tetracosanoic acid","Lignoceric Acid","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O",10.7,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C08320","C08320","HMDB0002003","C24H48O2","lignoceric acid","DUOX2;NCF1;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"lignoceric acid","Prunellae Spica","夏枯草","Xiakucao","MOL000663","TCMol28304","lignoceric acid","14.9035593021","368.720","0.33352","11197","QZZGJDVWLFXDLK-UHFFFAOYSA-N","lignoceric acid;Lignoceric acid;Lignoceric Acid;tetracosanoic acid;Tetracosanoic acid","Lignoceric Acid","CCCCCCCCCCCCCCCCCCCCCCCC(=O)O",10.7,"Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","C08320","C08320","HMDB0002003","C24H48O2","Lignoceric Acid","DUOX2;NCF1;A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"luteolin","Prunellae Spica","夏枯草","Xiakucao","MOL000006","TCMol28302","luteolin","36.1626293429","286.250","0.24552","5280445","IQPNAANSBPBGFQ-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one;3',4',5,7-tetrahydroxyflavone;luteolin;Luteolin","Luteolin","C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O",1.4,NA,NA,NA,"C01514",NA,NA,"C15H10O6","luteolin","TOP1;LPCAT1;LPCAT2;MMP2;TP53;MMP1;XDH;JUN;ICAM1;PTGES;INSR;CASP9;NFKBIA;ABCG2;MDM2;MAOA;HDAC9;IFNG;NFE2L2;GAK;MAPK1;HMOX1;ERBB2;MET;MAPK3;TOP2A;MIR384;ABCC2;XIAP;IL6;NOS2;SLC2A4;ZHX2;BCL2;FASN;HSP90AA1;ERG;EGFR;SIRT3;IL10;PTN;VEGFA;MAPK14;TYR;AURKB;ADORA2A;ANO1;TNF;PARP1;NFKB1;SMAD3;MTOR;CASP3;CDK2;IL17A;MAPK8;CDK9;MIR203A;CDK4;AKT1;VRK1;BCL2L1;ACHE;FLT3;MCL1;CCNB1;TERT;CDKN1A;ESR1;HMGB1;MMP9;SRC;PRKCE;IL4;PTGS2;CLDN2;CCND1;TBK1;ADORA1;MIR132;GSTK1;NOX4;MYLK3;SLC22A2;SLC22A1;CA12;AKR1B10;ADAMTS4;PSIP1;SLCO2B1;TNKS;M1AAP;PRSS1;CA1;CA2;TTR;CYP1A1;APP;CYP1A2;LCK;BCHE;MAL62;cheA;Akr1b1;YES1;LOX1.1;ABCB1;ELANE;MMP3;MMP7;ALOX5;fabI;rep;S;AMY1A;GAA;nanH;PIM1;ACE;AKR1B1;ALOX15;Gsk3b;CA4;Slc6a3;Adora1;MAOB;DPP4;PSMB5;LAP3;CD38;Pparg;SNCA;MMP12;CA7;SYK;MMP13;dxr;GSK3B;DAPK1;MAPK10;BACE1;ureB;CDK6;Cdk5;GLO1;Gata4;CDK5R1;CYP1B1;CA3;PBRM1;SIRT6;CSNK2A3;IPMK;SETD7;MKNK1;cdk1;TNKS2;MKNK2;GPR35;DPP3;IP6K2;TRPC5;ADAMTS5;Top1;mex-5;NEU2"
"luteolin","Prunellae Spica","夏枯草","Xiakucao","MOL000006","TCMol28302","luteolin","36.1626293429","286.250","0.24552","5280445","IQPNAANSBPBGFQ-UHFFFAOYSA-N","2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4H-chromen-4-one;3',4',5,7-tetrahydroxyflavone;luteolin;Luteolin","Luteolin","C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O",1.4,NA,NA,NA,"C01514",NA,NA,"C15H10O6","Luteolin","TOP1;LPCAT1;LPCAT2;MMP2;TP53;MMP1;XDH;JUN;ICAM1;PTGES;INSR;CASP9;NFKBIA;ABCG2;MDM2;MAOA;HDAC9;IFNG;NFE2L2;GAK;MAPK1;HMOX1;ERBB2;MET;MAPK3;TOP2A;MIR384;ABCC2;XIAP;IL6;NOS2;SLC2A4;ZHX2;BCL2;FASN;HSP90AA1;ERG;EGFR;SIRT3;IL10;PTN;VEGFA;MAPK14;TYR;AURKB;ADORA2A;ANO1;TNF;PARP1;NFKB1;SMAD3;MTOR;CASP3;CDK2;IL17A;MAPK8;CDK9;MIR203A;CDK4;AKT1;VRK1;BCL2L1;ACHE;FLT3;MCL1;CCNB1;TERT;CDKN1A;ESR1;HMGB1;MMP9;SRC;PRKCE;IL4;PTGS2;CLDN2;CCND1;TBK1;ADORA1;MIR132;GSTK1;NOX4;MYLK3;SLC22A2;SLC22A1;CA12;AKR1B10;ADAMTS4;PSIP1;SLCO2B1;TNKS;M1AAP;PRSS1;CA1;CA2;TTR;CYP1A1;APP;CYP1A2;LCK;BCHE;MAL62;cheA;Akr1b1;YES1;LOX1.1;ABCB1;ELANE;MMP3;MMP7;ALOX5;fabI;rep;S;AMY1A;GAA;nanH;PIM1;ACE;AKR1B1;ALOX15;Gsk3b;CA4;Slc6a3;Adora1;MAOB;DPP4;PSMB5;LAP3;CD38;Pparg;SNCA;MMP12;CA7;SYK;MMP13;dxr;GSK3B;DAPK1;MAPK10;BACE1;ureB;CDK6;Cdk5;GLO1;Gata4;CDK5R1;CYP1B1;CA3;PBRM1;SIRT6;CSNK2A3;IPMK;SETD7;MKNK1;cdk1;TNKS2;MKNK2;GPR35;DPP3;IP6K2;TRPC5;ADAMTS5;Top1;mex-5;NEU2"
"luteolin-7-o-glucoside","Prunellae Spica","夏枯草","Xiakucao","MOL000009","TCMol28325","luteolin-7-o-glucoside","7.29267735852","448.410","0.77998","5280637","PEFNSGRTCBGNAN-QNDFHXLGSA-N","2-(3,4-dihydroxyphenyl)-5-hydroxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one;Cynaroside;Glucoluteolin;Luteolin 7-O-glucoside;Luteolin-7-glucoside;luteolin-7-o-glucoside;luteolin-7-O-glucoside;Luteoloside","luteolin-7-glucoside","C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O",0.5,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","C03951",NA,NA,"C21H20O11","Luteolin-7-O-glucoside","AHR;AKR1C3;CBR1;TNF;ACE;PTPN1;ACHE;MAPK10;IL2;XDH;MAPK14;STK33"
"luteolin-7-o-glucoside","Prunellae Spica","夏枯草","Xiakucao","MOL000009","TCMol28325","luteolin-7-o-glucoside","7.29267735852","448.410","0.77998","5280637","PEFNSGRTCBGNAN-QNDFHXLGSA-N","2-(3,4-dihydroxyphenyl)-5-hydroxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one;Cynaroside;Glucoluteolin;Luteolin 7-O-glucoside;Luteolin-7-glucoside;luteolin-7-o-glucoside;luteolin-7-O-glucoside;Luteoloside","luteolin-7-glucoside","C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O",0.5,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","C03951",NA,NA,"C21H20O11","luteolin-7-O-glucoside","AHR;AKR1C3;CBR1;TNF;ACE;PTPN1;ACHE;MAPK10;IL2;XDH;MAPK14;STK33"
"luteolin-7-o-glucoside","Prunellae Spica","夏枯草","Xiakucao","MOL000009","TCMol28325","luteolin-7-o-glucoside","7.29267735852","448.410","0.77998","5280637","PEFNSGRTCBGNAN-QNDFHXLGSA-N","2-(3,4-dihydroxyphenyl)-5-hydroxy-7-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-4H-chromen-4-one;Cynaroside;Glucoluteolin;Luteolin 7-O-glucoside;Luteolin-7-glucoside;luteolin-7-o-glucoside;luteolin-7-O-glucoside;Luteoloside","luteolin-7-glucoside","C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O",0.5,"Phenylpropanoids and polyketides","Flavonoids","Flavonoid glycosides","C03951",NA,NA,"C21H20O11","luteolin-7-o-glucoside","AHR;AKR1C3;CBR1;TNF;ACE;PTPN1;ACHE;MAPK10;IL2;XDH;MAPK14;STK33"
"malvidin","Prunellae Spica","夏枯草","Xiakucao","MOL000499","TCMol28296","malvidin","2.48080712188","331.320","0.33747","159287","KZMACGJDUUWFCH-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1λ⁴-chromen-1-ylium;malvidin;Malvidin","Malvidin","COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","C08716",NA,NA,"C17H15O7+","Malvidin","CD38"
"malvidin","Prunellae Spica","夏枯草","Xiakucao","MOL000499","TCMol28296","malvidin","2.48080712188","331.320","0.33747","159287","KZMACGJDUUWFCH-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1λ⁴-chromen-1-ylium;malvidin;Malvidin","Malvidin","COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","C08716",NA,NA,"C17H15O7+","malvidin","CD38"
"malvidin","Prunellae Spica","夏枯草","Xiakucao","MOL000499","TCMol28296","malvidin","2.48080712188","331.320","0.33747","159287","KZMACGJDUUWFCH-UHFFFAOYSA-O","3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1lambda4-chromen-1-ylium;3,5,7-trihydroxy-2-(4-hydroxy-3,5-dimethoxyphenyl)-1λ⁴-chromen-1-ylium;malvidin;Malvidin","Malvidin","COC1=CC(=CC(=C1O)OC)C2=[O+]C3=CC(=CC(=C3C=C2O)O)O",NA,"Phenylpropanoids and polyketides","Flavonoids","O-methylated flavonoids","C08716",NA,NA,"C17H15O7+"," Malvidin","CD38"
"malvidin-3,5-diglucoside","Prunellae Spica","夏枯草","Xiakucao","MOL006763","TCMol28306","Malvidin-3,5-diglucoside","13.8886489242","655.640","0.6281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"melissic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000515","TCMol28298","Melissic acid","13.2150861904","452.900","0.4888","10471","VHOCUJPBKOZGJD-UHFFFAOYSA-N","Melissic acid;triacontanoic acid;Triacontanoic Acid","myricic acid","CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O",13.9,NA,NA,NA,NA,NA,"HMDB0030925","C30H60O2","Melissic acid","A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"montanic acid","Prunellae Spica","夏枯草","Xiakucao","MOL000659","TCMol28303","Montanic acid","13.6867394559","424.840","0.46052","10470","UTOPWMOLSKOLTQ-UHFFFAOYSA-N","Montanic acid;octacosanoic acid;Octacosanoic acid","Montanic acid","CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O",12.9,NA,NA,NA,"C21933",NA,NA,NA,"Montanic acid","A1BG;HDAC6;HDAC5;PDCD6;C4B_2;PARP2;TRIM28;RNF41;GPHN;CDKN1A;SIVA1;CES1;SCN11A;PGLYRP2;GRIN3A;GRIN3B;DCD;CLU;SERPINA3;ADH1C;ADH5;COX4I1;COX5B;COX6A2;COX6B1;COX6C;COX7A1;COX7B;COX7C;COX8A;CP;CPN1;CPN2;CR1;PARP1;ADRA2A;GPBAR1;CYP1A1;CYP2C8;ACE;AKR1C2;ABAT;AGT;DSP;AGTR2;EEF1A1;EEF1A2;AHSG;DAND5;A2M;ENO1;ESR1;ESRRG;F2;F2R;F12;F13B;FABP6;FECH;FEN1;FGA;ALDOA;SIRT2;FN1;FNTA;LY96;FXN;FTH1;FTL;NEIL2;GABRA1;GABRA2;GABRA3;GABRA4;GABRA5;GABRA6;GABRB1;GABRB2;GABRB3;GABRD;GABRE;GABRG1;GABRG2;GABRG3;GABRP;GAPDH;PLA2G2D;GAPDHS;B4GALT1;TRAPPC3;HPGDS;GLRA1;GM2A;KRT6C;GRIN1;GRIN2A;GRIN2B;GRIN2C;GRIN2D;CD274;PDIA3;GSN;GSTA1;GSTA2;GSTM1;GSTM2;GSTM3;GSTM4;GSTM5;GSTP1;GSTT1;GSTT2;HBA1;HBA2;HBB;HBD;SERPIND1;HDAC1;HDAC2;CFH;HGF;HNF4A;HNF4G;HP;APCS;HPR;APLP1;APLP2;APOA1;APOA2;APOA4;S100A7A;CFI;APOC3;APOE;IGFALS;APP;JCHAIN;IL3;ACADSB;INS;ITGAV;ITIH1;ITIH2;ITIH3;ITIH4;JUP;KLK1;KLKB1;KNG1;ARG1;KRT1;KRT2;KRT5;KRT6A;KRT6B;KRT9;KRT10;KRT14;KRT16;LIPT2;HRNR;LALBA;LCN2;LTF;ADAM11;MDM2;MGMT;MMP9;MPG;ASPA;MT1A;MT1B;MT1E;MT1F;MT1G;MT1H;MT1X;MT2A;MT3;COX1;COX2;COX3;MYH9;ACLY;ATP1A1;NMB;NME1;GPR143;ODC1;OGDH;ORM1;ORM2;P4HA1;P4HB;PAEP;PRDX1;PAM;FOXP3;PCNA;GLTP;BPIFA1;AHSP;HDAC7;SERPINA1;SERPINA4;PLA2G1B;PLA2G2A;PMP2;ATP7B;POLB;PON1;PON3;EGLN1;PPARA;PPARD;PPARG;PPT1;PRKAR2B;SCN3B;HDAC8;GABRQ;APOBR;PSEN1;SUCNR1;LYRM4;PSPH;SLC12A5;PTX3;RAC1;RHO;BDKRB1;BDKRB2;S100A2;S100A7;S100A8;S100A9;CFB;SALL1;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SCN10A;SEMG1;SEPP1;SHBG;GSTT2B;SOD1;SRD5A1;SRD5A2;AKR1D1;STK4;SULT2A1;TAPBP;TF;TFR2;TFRC;THBD;TKT;TLR2;TLR4;SERPING1;C1QB;C1QC;C1R;TP53;C1S;TP73;TPI1;C2;C3;C4A;C4B;C4BPA;C4BPB;C5;TTR;TUFM;TYR;TYRP1;C8A;C8B;C8G;UTRN;VLDLR;VTN;XRCC1;YY1;ZBTB16;LRP8;LAPTM5;ALDH5A1;BRCC3;EFTUD1;NEIL1;HDAC11;HDAC10;SLC7A3;APOL1;FCN3;AKR1C3;SERPINA6;HDAC3;NR1I2;NFS1;CER1;SLIT2;COX5A;OPN4;HDAC9;HDAC4;NR1H4;CCS"
"morin","Prunellae Spica","夏枯草","Xiakucao","MOL000737","TCMol28320","morin","46.2295855512","302.250","0.27457","5281670","YXOLAZRVSSWPPT-UHFFFAOYSA-N","2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one;morin;Morin","Morin","C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",1.5,NA,NA,NA,"C10105",NA,NA,"C15H10O7","morin","GSK3B;NR1H2;PPARG;DAPK1;ACP1;FAS;ABCB1;CD36;TOP1;NR1H3;GSR;EDN1;ADA;ADAM8;ITGB3;SLC11A2;MMGT1;PNLIP;PRSS1;CA1;CA2;E6;MMP1;gag-pol;APP;MAL62;YES1;ADORA3;HSPD1;IAPP;PIM1;TOP2A;LIG1;CA4;Adora1;MPG;SYK;XDH;PLK1;MAPK10;BACE1;GLO1;MCL1;PTPRS;MAPK14;TST;CA3;Slc22a12;ALKBH5;CSNK2A3;SETD7;ESR2;AURKB;SLC22A12;FTO;GPR35;DPP3;ABCG2"
"morin","Prunellae Spica","夏枯草","Xiakucao","MOL000737","TCMol28320","morin","46.2295855512","302.250","0.27457","5281670","YXOLAZRVSSWPPT-UHFFFAOYSA-N","2-(2,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one;morin;Morin","Morin","C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O",1.5,NA,NA,NA,"C10105",NA,NA,"C15H10O7","Morin","GSK3B;NR1H2;PPARG;DAPK1;ACP1;FAS;ABCB1;CD36;TOP1;NR1H3;GSR;EDN1;ADA;ADAM8;ITGB3;SLC11A2;MMGT1;PNLIP;PRSS1;CA1;CA2;E6;MMP1;gag-pol;APP;MAL62;YES1;ADORA3;HSPD1;IAPP;PIM1;TOP2A;LIG1;CA4;Adora1;MPG;SYK;XDH;PLK1;MAPK10;BACE1;GLO1;MCL1;PTPRS;MAPK14;TST;CA3;Slc22a12;ALKBH5;CSNK2A3;SETD7;ESR2;AURKB;SLC22A12;FTO;GPR35;DPP3;ABCG2"
