"variable","relative_importance","scaled_importance","percentage"
"OTU1583_g__Rubrobacter",0.78451406955719,0.78451406955719,0.00566104872997375
"OTU1433_g__Tellurirhabdus",0.784442782402039,0.784442782402039,0.00566053432229798
"OTU2040_g__Oceanobacillus",0.783841073513031,0.783841073513031,0.00565619239463331
"OTU212_g__Neochlamydia",0.783581912517548,0.783581912517548,0.00565432229047422
"OTU913_g__Lacimicrobium",0.780681490898132,0.780681490898132,0.0056333928657996
"OTU220_g__Sulfuriroseicoccus",0.780434012413025,0.780434012413025,0.00563160706256397
"OTU233_g__Desulfomarina",0.77829498052597,0.77829498052597,0.00561617182154348
"OTU627_g__Mitsuaria",0.777787983417511,0.777787983417511,0.00561251333350825
"OTU621_g__Aquella",0.777698338031769,0.777698338031769,0.00561186645295276
"OTU1544_g__Roseiflexus",0.773803889751434,0.773803889751434,0.0055837641379697
"OTU606_g__Sulfuritortus",0.77216362953186,0.77216362953186,0.00557192803025262
"OTU1166_g__Arsenophonus",0.77197265625,0.77197265625,0.00557054996821819
"OTU759_g__Steroidobacter",0.771909594535828,0.771909594535828,0.00557009491527423
"OTU1745_g__Corynebacterium",0.76999419927597,0.76999419927597,0.00555627343478844
"OTU1253_g__Klebsiella",0.767284214496613,0.767284214496613,0.00553671820118748
"OTU1144_g__Candidatus_Fukatsuia",0.766652524471283,0.766652524471283,0.0055321599298264
"OTU1618_g__Leptogranulimonas",0.763528883457184,0.763528883457184,0.00550961975536434
"OTU1670_g__Auraticoccus",0.761976480484009,0.761976480484009,0.00549841762500017
"OTU250_g__Desulforapulum",0.75771552324295,0.75771552324295,0.0054676705835971
"OTU73_g__Fimbriimonas",0.756905257701874,0.756905257701874,0.00546182371240607
"OTU234_g__Desulfolithobacter",0.756527364253998,0.756527364253998,0.00545909683559637
"OTU1114_g__Pectobacterium",0.753046154975891,0.753046154975891,0.00543397645072714
"OTU810_g__Dichelobacter",0.749127864837646,0.749127864837646,0.00540570209304316
"OTU1658_g__Pseudonocardia",0.748620748519897,0.748620748519897,0.00540204274479442
"OTU237_g__Desulfobulbus",0.747963428497314,0.747963428497314,0.00539729952752984
"OTU632_g__Methylibium",0.747618496417999,0.747618496417999,0.00539481049975417
"OTU630_g__Roseateles",0.745618402957916,0.745618402957916,0.00538037783757333
"OTU953_g__Vibrio",0.745273172855377,0.745273172855377,0.0053778866592639
"OTU229_g__Desulfomonile",0.744590222835541,0.744590222835541,0.00537295849609582
"OTU914_g__Saccharobesus",0.743243634700775,0.743243634700775,0.00536324152434741
"OTU15_g__Flexistipes",0.740532159805298,0.740532159805298,0.00534367553807764
"OTU1662_g__Saccharothrix",0.740484833717346,0.740484833717346,0.0053433340333163
"OTU1663_g__Amycolatopsis",0.739111840724945,0.739111840724945,0.00533342652427662
"OTU228_g__Candidatus_Desulfofervidus",0.735483407974243,0.735483407974243,0.00530724377572917
"OTU221_g__Roseimicrobium",0.732994496822357,0.732994496822357,0.00528928380807256
