"vina_results","Model","Path","ligand","receptor"
-6.254,"Model_3","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.193,"Model_4","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.192,"Model_5","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.189,"Model_6","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.176,"Model_7","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.072,"Model_8","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.031,"Model_9","output/Docking_Vina/results_Vina_X222284_7MR1.pdb_ligand_vina_out_score.csv","X222284","7MR1"
-6.77,"Model_1","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.514,"Model_2","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.405,"Model_3","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.387,"Model_4","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.257,"Model_5","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.116,"Model_6","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.084,"Model_7","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.077,"Model_8","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-5.911,"Model_9","output/Docking_Vina/results_Vina_X222284_7MR2.pdb_ligand_vina_out_score.csv","X222284","7MR2"
-6.077,"Model_1","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.821,"Model_2","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.814,"Model_3","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.704,"Model_4","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.699,"Model_5","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.692,"Model_6","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.691,"Model_7","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.583,"Model_8","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.512,"Model_9","output/Docking_Vina/results_Vina_X222284_7MR3.pdb_ligand_vina_out_score.csv","X222284","7MR3"
-5.577,"Model_1","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.457,"Model_2","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.436,"Model_3","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.336,"Model_4","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.315,"Model_5","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.213,"Model_6","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.166,"Model_7","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.079,"Model_8","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
-5.066,"Model_9","output/Docking_Vina/results_Vina_X222284_7MR4.pdb_ligand_vina_out_score.csv","X222284","7MR4"
27.651,"Model_1","output/Docking_Vina/results_Vina_X222284_7N2A.pdb_ligand_vina_out_score.csv","X222284","7N2A"
27.67,"Model_2","output/Docking_Vina/results_Vina_X222284_7N2A.pdb_ligand_vina_out_score.csv","X222284","7N2A"
28.715,"Model_3","output/Docking_Vina/results_Vina_X222284_7N2A.pdb_ligand_vina_out_score.csv","X222284","7N2A"
45.983,"Model_1","output/Docking_Vina/results_Vina_X222284_7RIO.pdb_ligand_vina_out_score.csv","X222284","7RIO"
48.648,"Model_2","output/Docking_Vina/results_Vina_X222284_7RIO.pdb_ligand_vina_out_score.csv","X222284","7RIO"
40.135,"Model_1","output/Docking_Vina/results_Vina_X222284_7RIU.pdb_ligand_vina_out_score.csv","X222284","7RIU"
48.394,"Model_1","output/Docking_Vina/results_Vina_X222284_7RIV.pdb_ligand_vina_out_score.csv","X222284","7RIV"
51.367,"Model_2","output/Docking_Vina/results_Vina_X222284_7RIV.pdb_ligand_vina_out_score.csv","X222284","7RIV"
-8.179,"Model_1","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-7.918,"Model_2","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-7.865,"Model_3","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-6.733,"Model_4","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-6.433,"Model_5","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-6.009,"Model_6","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
-5.8,"Model_7","output/Docking_Vina/results_Vina_X222284_7UF9.pdb_ligand_vina_out_score.csv","X222284","7UF9"
9.698,"Model_1","output/Docking_Vina/results_Vina_X222284_7UFA.pdb_ligand_vina_out_score.csv","X222284","7UFA"
10.945,"Model_2","output/Docking_Vina/results_Vina_X222284_7UFA.pdb_ligand_vina_out_score.csv","X222284","7UFA"
14.514,"Model_1","output/Docking_Vina/results_Vina_X222284_7UFB.pdb_ligand_vina_out_score.csv","X222284","7UFB"
16.99,"Model_2","output/Docking_Vina/results_Vina_X222284_7UFB.pdb_ligand_vina_out_score.csv","X222284","7UFB"
21.436,"Model_1","output/Docking_Vina/results_Vina_X222284_7UFC.pdb_ligand_vina_out_score.csv","X222284","7UFC"
22.703,"Model_2","output/Docking_Vina/results_Vina_X222284_7UFC.pdb_ligand_vina_out_score.csv","X222284","7UFC"
-0.115,"Model_1","output/Docking_Vina/results_Vina_X222284_7UFD.pdb_ligand_vina_out_score.csv","X222284","7UFD"
-6.689,"Model_1","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.598,"Model_2","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.534,"Model_3","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.472,"Model_4","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.411,"Model_5","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.402,"Model_6","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.362,"Model_7","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.293,"Model_8","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.291,"Model_9","output/Docking_Vina/results_Vina_X222284_7UFF.pdb_ligand_vina_out_score.csv","X222284","7UFF"
-6.422,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.409,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.37,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.328,"Model_4","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.287,"Model_5","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.234,"Model_6","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.224,"Model_7","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
-6.097,"Model_8","output/Docking_Vina/results_Vina_X222284_7UJ7.pdb_ligand_vina_out_score.csv","X222284","7UJ7"
11.188,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJ8.pdb_ligand_vina_out_score.csv","X222284","7UJ8"
16.309,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJC.pdb_ligand_vina_out_score.csv","X222284","7UJC"
16.855,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJC.pdb_ligand_vina_out_score.csv","X222284","7UJC"
17.095,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJC.pdb_ligand_vina_out_score.csv","X222284","7UJC"
-6.005,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.742,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.643,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.598,"Model_4","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.565,"Model_5","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.461,"Model_6","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.434,"Model_7","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.401,"Model_8","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.257,"Model_9","output/Docking_Vina/results_Vina_X222284_7UJF.pdb_ligand_vina_out_score.csv","X222284","7UJF"
-5.817,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.773,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.752,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.725,"Model_4","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.56,"Model_5","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.499,"Model_6","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.449,"Model_7","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.272,"Model_8","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.247,"Model_9","output/Docking_Vina/results_Vina_X222284_7UJM.pdb_ligand_vina_out_score.csv","X222284","7UJM"
-5.61,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.311,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.28,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.137,"Model_4","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.12,"Model_5","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.084,"Model_6","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.04,"Model_7","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-5.013,"Model_8","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-4.993,"Model_9","output/Docking_Vina/results_Vina_X222284_7UJW.pdb_ligand_vina_out_score.csv","X222284","7UJW"
-6.167,"Model_1","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-6.155,"Model_2","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.812,"Model_3","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.696,"Model_4","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.595,"Model_5","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.518,"Model_6","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.42,"Model_7","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.264,"Model_8","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-5.206,"Model_9","output/Docking_Vina/results_Vina_X222284_7UJY.pdb_ligand_vina_out_score.csv","X222284","7UJY"
-6.944,"Model_1","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-6.523,"Model_2","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-6.49,"Model_3","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-6.184,"Model_4","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-6.117,"Model_5","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-5.974,"Model_6","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-5.807,"Model_7","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-5.718,"Model_8","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
-5.651,"Model_9","output/Docking_Vina/results_Vina_X222284_7WLI.pdb_ligand_vina_out_score.csv","X222284","7WLI"
3.549,"Model_1","output/Docking_Vina/results_Vina_X222284_7WLJ.pdb_ligand_vina_out_score.csv","X222284","7WLJ"
5.703,"Model_2","output/Docking_Vina/results_Vina_X222284_7WLJ.pdb_ligand_vina_out_score.csv","X222284","7WLJ"
5.9,"Model_3","output/Docking_Vina/results_Vina_X222284_7WLJ.pdb_ligand_vina_out_score.csv","X222284","7WLJ"
10.903,"Model_1","output/Docking_Vina/results_Vina_X222284_7WLK.pdb_ligand_vina_out_score.csv","X222284","7WLK"
11.986,"Model_2","output/Docking_Vina/results_Vina_X222284_7WLK.pdb_ligand_vina_out_score.csv","X222284","7WLK"
4.777,"Model_1","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
4.809,"Model_2","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
5.969,"Model_3","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
6.383,"Model_4","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
6.557,"Model_5","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
7.507,"Model_6","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
7.635,"Model_7","output/Docking_Vina/results_Vina_X222284_7WLL.pdb_ligand_vina_out_score.csv","X222284","7WLL"
-7.033,"Model_1","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.65,"Model_2","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.579,"Model_3","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.519,"Model_4","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.44,"Model_5","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.432,"Model_6","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.402,"Model_7","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.393,"Model_8","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.388,"Model_9","output/Docking_Vina/results_Vina_X222284_8BEJ.pdb_ligand_vina_out_score.csv","X222284","8BEJ"
-6.095,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.777,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.706,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.6,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.597,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.574,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.536,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.487,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.483,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHA.pdb_ligand_vina_out_score.csv","X222284","8BHA"
-5.789,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.725,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.7,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.659,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.64,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.555,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.547,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.546,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-5.457,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHB.pdb_ligand_vina_out_score.csv","X222284","8BHB"
-6.73,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.577,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.449,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.331,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.237,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.158,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.128,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.077,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.046,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHI.pdb_ligand_vina_out_score.csv","X222284","8BHI"
-6.505,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-6.105,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-6.092,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-6.071,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-5.962,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-5.945,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-5.936,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-5.872,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-5.844,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHK.pdb_ligand_vina_out_score.csv","X222284","8BHK"
-6.085,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-6.06,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-6.032,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.889,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.84,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.816,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.816,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.751,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-5.744,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHM.pdb_ligand_vina_out_score.csv","X222284","8BHM"
-6.276,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-6.157,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-6.01,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-6.003,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.948,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.912,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.883,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.772,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.759,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHO.pdb_ligand_vina_out_score.csv","X222284","8BHO"
-5.97,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.878,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.867,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.758,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.715,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.708,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.699,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.68,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-5.674,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHQ.pdb_ligand_vina_out_score.csv","X222284","8BHQ"
-6.569,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-6.047,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.889,"Model_3","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.83,"Model_4","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.79,"Model_5","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.788,"Model_6","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.667,"Model_7","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.584,"Model_8","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-5.577,"Model_9","output/Docking_Vina/results_Vina_X222284_8BHR.pdb_ligand_vina_out_score.csv","X222284","8BHR"
-6.869,"Model_1","output/Docking_Vina/results_Vina_X222284_8BHS.pdb_ligand_vina_out_score.csv","X222284","8BHS"
-6.837,"Model_2","output/Docking_Vina/results_Vina_X222284_8BHS.pdb_ligand_vina_out_score.csv","X222284","8BHS"
