"vina_results","Model","Path","ligand","receptor"
-3.903,"Model_5","output/Docking_Vina/results_Vina_X222284_2LR8.pdb_ligand_vina_out_score.csv","X222284","2LR8"
-3.115,"Model_6","output/Docking_Vina/results_Vina_X222284_2LR8.pdb_ligand_vina_out_score.csv","X222284","2LR8"
-3.02,"Model_7","output/Docking_Vina/results_Vina_X222284_2LR8.pdb_ligand_vina_out_score.csv","X222284","2LR8"
17.008,"Model_1","output/Docking_Vina/results_Vina_X222284_2QNV.pdb_ligand_vina_out_score.csv","X222284","2QNV"
9.179,"Model_1","output/Docking_Vina/results_Vina_X222284_2QTU.pdb_ligand_vina_out_score.csv","X222284","2QTU"
10.073,"Model_2","output/Docking_Vina/results_Vina_X222284_2QTU.pdb_ligand_vina_out_score.csv","X222284","2QTU"
10.447,"Model_3","output/Docking_Vina/results_Vina_X222284_2QTU.pdb_ligand_vina_out_score.csv","X222284","2QTU"
10.739,"Model_4","output/Docking_Vina/results_Vina_X222284_2QTU.pdb_ligand_vina_out_score.csv","X222284","2QTU"
11.895,"Model_5","output/Docking_Vina/results_Vina_X222284_2QTU.pdb_ligand_vina_out_score.csv","X222284","2QTU"
-6.667,"Model_1","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-6.377,"Model_2","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-6.226,"Model_3","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-5.984,"Model_4","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-5.876,"Model_5","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-5.751,"Model_6","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-5.74,"Model_7","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-5.708,"Model_8","output/Docking_Vina/results_Vina_X222284_2RC9.pdb_ligand_vina_out_score.csv","X222284","2RC9"
-6.62,"Model_1","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.344,"Model_2","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.325,"Model_3","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.298,"Model_4","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.208,"Model_5","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.154,"Model_6","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.153,"Model_7","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.142,"Model_8","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.13,"Model_9","output/Docking_Vina/results_Vina_X222284_2RCA.pdb_ligand_vina_out_score.csv","X222284","2RCA"
-6.459,"Model_1","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-6.416,"Model_2","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-6.41,"Model_3","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-6.233,"Model_4","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-6.191,"Model_5","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-5.99,"Model_6","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-5.984,"Model_7","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-5.982,"Model_8","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-5.931,"Model_9","output/Docking_Vina/results_Vina_X222284_2RCB.pdb_ligand_vina_out_score.csv","X222284","2RCB"
-6.879,"Model_1","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-6.808,"Model_2","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-6.739,"Model_3","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-5.28,"Model_4","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-5.273,"Model_5","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-5.145,"Model_6","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-5.082,"Model_7","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
-5.031,"Model_8","output/Docking_Vina/results_Vina_X222284_2YZA.pdb_ligand_vina_out_score.csv","X222284","2YZA"
4.55,"Model_1","output/Docking_Vina/results_Vina_X222284_2Z4B.pdb_ligand_vina_out_score.csv","X222284","2Z4B"
6.479,"Model_2","output/Docking_Vina/results_Vina_X222284_2Z4B.pdb_ligand_vina_out_score.csv","X222284","2Z4B"
-7.693,"Model_1","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-7.397,"Model_2","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-7.236,"Model_3","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-7.016,"Model_4","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-6.79,"Model_5","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-6.706,"Model_6","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-6.613,"Model_7","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-6.329,"Model_8","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-6.272,"Model_9","output/Docking_Vina/results_Vina_X222284_3HPK.pdb_ligand_vina_out_score.csv","X222284","3HPK"
-3.409,"Model_1","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-2.818,"Model_2","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-2.721,"Model_3","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-2.565,"Model_4","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-2.07,"Model_5","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-1.639,"Model_6","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-1.426,"Model_7","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
-1.337,"Model_8","output/Docking_Vina/results_Vina_X222284_3HPM.pdb_ligand_vina_out_score.csv","X222284","3HPM"
72.801,"Model_1","output/Docking_Vina/results_Vina_X222284_3HUL.pdb_ligand_vina_out_score.csv","X222284","3HUL"
-8.026,"Model_1","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.809,"Model_2","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.774,"Model_3","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.754,"Model_4","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.703,"Model_5","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.608,"Model_6","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.598,"Model_7","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.464,"Model_8","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-7.36,"Model_9","output/Docking_Vina/results_Vina_X222284_3NIE.pdb_ligand_vina_out_score.csv","X222284","3NIE"
-2.323,"Model_1","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-2.181,"Model_2","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-1.465,"Model_3","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-1.154,"Model_4","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-1.151,"Model_5","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-0.459,"Model_6","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-0.209,"Model_7","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
0.352,"Model_8","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
0.383,"Model_9","output/Docking_Vina/results_Vina_X222284_3OEK.pdb_ligand_vina_out_score.csv","X222284","3OEK"
-3.749,"Model_1","output/Docking_Vina/results_Vina_X222284_3OEL.pdb_ligand_vina_out_score.csv","X222284","3OEL"
-2.7,"Model_2","output/Docking_Vina/results_Vina_X222284_3OEL.pdb_ligand_vina_out_score.csv","X222284","3OEL"
-1.887,"Model_3","output/Docking_Vina/results_Vina_X222284_3OEL.pdb_ligand_vina_out_score.csv","X222284","3OEL"
-2.607,"Model_1","output/Docking_Vina/results_Vina_X222284_3OEM.pdb_ligand_vina_out_score.csv","X222284","3OEM"
-2.126,"Model_2","output/Docking_Vina/results_Vina_X222284_3OEM.pdb_ligand_vina_out_score.csv","X222284","3OEM"
-2.023,"Model_3","output/Docking_Vina/results_Vina_X222284_3OEM.pdb_ligand_vina_out_score.csv","X222284","3OEM"
0.156,"Model_4","output/Docking_Vina/results_Vina_X222284_3OEM.pdb_ligand_vina_out_score.csv","X222284","3OEM"
0.221,"Model_5","output/Docking_Vina/results_Vina_X222284_3OEM.pdb_ligand_vina_out_score.csv","X222284","3OEM"
-7.021,"Model_1","output/Docking_Vina/results_Vina_X222284_3OEN.pdb_ligand_vina_out_score.csv","X222284","3OEN"
-6.974,"Model_2","output/Docking_Vina/results_Vina_X222284_3OEN.pdb_ligand_vina_out_score.csv","X222284","3OEN"
-4.085,"Model_3","output/Docking_Vina/results_Vina_X222284_3OEN.pdb_ligand_vina_out_score.csv","X222284","3OEN"
17.645,"Model_1","output/Docking_Vina/results_Vina_X222284_3R8D.pdb_ligand_vina_out_score.csv","X222284","3R8D"
19.778,"Model_2","output/Docking_Vina/results_Vina_X222284_3R8D.pdb_ligand_vina_out_score.csv","X222284","3R8D"
-6.762,"Model_1","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.597,"Model_2","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.492,"Model_3","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.432,"Model_4","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.413,"Model_5","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.25,"Model_6","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.149,"Model_7","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6.056,"Model_8","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-6,"Model_9","output/Docking_Vina/results_Vina_X222284_3V3K.pdb_ligand_vina_out_score.csv","X222284","3V3K"
-5.237,"Model_1","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.374,"Model_2","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.309,"Model_3","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.18,"Model_4","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.137,"Model_5","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.128,"Model_6","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-4.084,"Model_7","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-3.522,"Model_8","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
-3.234,"Model_9","output/Docking_Vina/results_Vina_X222284_4GIP.pdb_ligand_vina_out_score.csv","X222284","4GIP"
0.764,"Model_1","output/Docking_Vina/results_Vina_X222284_4JWY.pdb_ligand_vina_out_score.csv","X222284","4JWY"
3.369,"Model_2","output/Docking_Vina/results_Vina_X222284_4JWY.pdb_ligand_vina_out_score.csv","X222284","4JWY"
-6.17,"Model_1","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.869,"Model_2","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.704,"Model_3","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.619,"Model_4","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.598,"Model_5","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.565,"Model_6","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.295,"Model_7","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.291,"Model_8","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-5.228,"Model_9","output/Docking_Vina/results_Vina_X222284_4KCD.pdb_ligand_vina_out_score.csv","X222284","4KCD"
-6.971,"Model_1","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.341,"Model_2","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.329,"Model_3","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.258,"Model_4","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.227,"Model_5","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.098,"Model_6","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.055,"Model_7","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.025,"Model_8","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-6.005,"Model_9","output/Docking_Vina/results_Vina_X222284_4N5G.pdb_ligand_vina_out_score.csv","X222284","4N5G"
-7.194,"Model_1","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-7.136,"Model_2","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.971,"Model_3","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.673,"Model_4","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.374,"Model_5","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.314,"Model_6","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.277,"Model_7","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.241,"Model_8","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-6.131,"Model_9","output/Docking_Vina/results_Vina_X222284_4N8R.pdb_ligand_vina_out_score.csv","X222284","4N8R"
-5.885,"Model_1","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.666,"Model_2","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.625,"Model_3","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.624,"Model_4","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.592,"Model_5","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.548,"Model_6","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.517,"Model_7","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.494,"Model_8","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.383,"Model_9","output/Docking_Vina/results_Vina_X222284_4NUY.pdb_ligand_vina_out_score.csv","X222284","4NUY"
-5.492,"Model_1","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.437,"Model_2","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.386,"Model_3","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.288,"Model_4","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.122,"Model_5","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.092,"Model_6","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.083,"Model_7","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.075,"Model_8","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-5.04,"Model_9","output/Docking_Vina/results_Vina_X222284_4NUZ.pdb_ligand_vina_out_score.csv","X222284","4NUZ"
-8.081,"Model_1","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-8.068,"Model_2","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-7.65,"Model_3","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-7.597,"Model_4","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-6.694,"Model_5","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-6.627,"Model_6","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-6.46,"Model_7","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-6.375,"Model_8","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-5.56,"Model_9","output/Docking_Vina/results_Vina_X222284_4P5A.pdb_ligand_vina_out_score.csv","X222284","4P5A"
-2.371,"Model_1","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-2.271,"Model_2","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-2.154,"Model_3","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-2.076,"Model_4","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-1.97,"Model_5","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-1.636,"Model_6","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-1.563,"Model_7","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-1.543,"Model_8","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-1.174,"Model_9","output/Docking_Vina/results_Vina_X222284_4P5B.pdb_ligand_vina_out_score.csv","X222284","4P5B"
-7.917,"Model_1","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.821,"Model_2","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.759,"Model_3","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.651,"Model_4","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.642,"Model_5","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.537,"Model_6","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.507,"Model_7","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.488,"Model_8","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
-7.48,"Model_9","output/results_Vina_X222284_4PGS.pdb_ligand_vina_out_score.csv","output/results","4PGS"
22.951,"Model_1","output/results_Vina_X222284_4PGU.pdb_ligand_vina_out_score.csv","output/results","4PGU"
23.076,"Model_2","output/results_Vina_X222284_4PGU.pdb_ligand_vina_out_score.csv","output/results","4PGU"
18.916,"Model_1","output/results_Vina_X222284_4PGV.pdb_ligand_vina_out_score.csv","output/results","4PGV"
20.448,"Model_2","output/results_Vina_X222284_4PGV.pdb_ligand_vina_out_score.csv","output/results","4PGV"
22.453,"Model_1","output/results_Vina_X222284_4TKQ.pdb_ligand_vina_out_score.csv","output/results","4TKQ"
23.271,"Model_2","output/results_Vina_X222284_4TKQ.pdb_ligand_vina_out_score.csv","output/results","4TKQ"
23.935,"Model_3","output/results_Vina_X222284_4TKQ.pdb_ligand_vina_out_score.csv","output/results","4TKQ"
24.457,"Model_4","output/results_Vina_X222284_4TKQ.pdb_ligand_vina_out_score.csv","output/results","4TKQ"
24.819,"Model_5","output/results_Vina_X222284_4TKQ.pdb_ligand_vina_out_score.csv","output/results","4TKQ"
-4.814,"Model_1","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.716,"Model_2","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.694,"Model_3","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.663,"Model_4","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.659,"Model_5","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.627,"Model_6","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.6,"Model_7","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.569,"Model_8","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-4.547,"Model_9","output/Docking_Vina/results_Vina_X222284_4WNU.pdb_ligand_vina_out_score.csv","X222284","4WNU"
-5.29,"Model_1","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.288,"Model_2","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.154,"Model_3","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.112,"Model_4","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.102,"Model_5","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.099,"Model_6","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.094,"Model_7","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-5.036,"Model_8","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-4.975,"Model_9","output/Docking_Vina/results_Vina_X222284_4WNV.pdb_ligand_vina_out_score.csv","X222284","4WNV"
-7.614,"Model_1","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-7.516,"Model_2","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-7.385,"Model_3","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-7.072,"Model_4","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-7.031,"Model_5","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-6.945,"Model_6","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
-6.896,"Model_7","output/Docking_Vina/results_Vina_X222284_4WNW.pdb_ligand_vina_out_score.csv","X222284","4WNW"
