"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0006925","inflammatory cell apoptotic process","7/835","23/18888",0.304347826086957,6.8844571726113,6.07284164230072,4.23504609511225e-05,0.000148529304628455,5.82109309203548e-05,"1029/3569/356/5293/23411/5291/1514",7
"BP","GO:1902254","negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator","7/835","23/18888",0.304347826086957,6.8844571726113,6.07284164230072,4.23504609511225e-05,0.000148529304628455,5.82109309203548e-05,"4193/406991/596/23411/23028/4282/624",7
"BP","GO:2000193","positive regulation of fatty acid transport","7/835","23/18888",0.304347826086957,6.8844571726113,6.07284164230072,4.23504609511225e-05,0.000148529304628455,5.82109309203548e-05,"3553/3552/1906/4282/9536/2170/5025",7
"BP","GO:0002313","mature B cell differentiation involved in immune response","8/835","31/18888",0.258064516129032,5.83751207262894,5.79717812897139,4.49265518325994e-05,0.000157075918210259,6.15604809236883e-05,"3569/3586/3558/3956/100/7494/2185/1378",8
"BP","GO:0030878","thyroid gland development","8/835","31/18888",0.258064516129032,5.83751207262894,5.79717812897139,4.49265518325994e-05,0.000157075918210259,6.15604809236883e-05,"5604/5594/5894/5595/4088/1906/6899/1909",8
"BP","GO:0033688","regulation of osteoblast proliferation","8/835","31/18888",0.258064516129032,5.83751207262894,5.79717812897139,4.49265518325994e-05,0.000157075918210259,6.15604809236883e-05,"596/3480/8313/4088/650/3685/3690/4057",8
"BP","GO:0035767","endothelial cell chemotaxis","8/835","31/18888",0.258064516129032,5.83751207262894,5.79717812897139,4.49265518325994e-05,0.000157075918210259,6.15604809236883e-05,"4233/2260/7422/3791/2247/7057/3315/5025",8
"BP","GO:1900745","positive regulation of p38MAPK cascade","8/835","31/18888",0.258064516129032,5.83751207262894,5.79717812897139,4.49265518325994e-05,0.000157075918210259,6.15604809236883e-05,"7422/3553/650/4217/7498/8877/653361/4986",8
"BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","26/835","249/18888",0.104417670682731,2.36196522617416,4.65269330187616,4.51723242596579e-05,0.000157739743686417,6.18206443913113e-05,"3627/1906/5578/3690/19/1909/2740/5737/2641/2852/135/4988/3350/1815/554/776/1131/134/147/1812/11251/152/3352/4986/4987/151",26
"BP","GO:0050803","regulation of synapse structure or activity","26/835","249/18888",0.104417670682731,2.36196522617416,4.65269330187616,4.51723242596579e-05,0.000157739743686417,6.18206443913113e-05,"5728/7124/207/1499/3586/3630/627/4915/1432/7097/348/351/54583/2185/6622/5663/4204/5021/7534/2904/4747/2047/7804/5802/5538/816",26
"BP","GO:0060070","canonical Wnt signaling pathway","31/835","323/18888",0.0959752321981424,2.17099423444133,4.56518706405489,4.52702420166064e-05,0.000157983905813055,6.19163353037725e-05,"5728/1499/1956/7040/6714/4790/1950/2247/2932/8313/1432/857/348/1277/4088/406986/1906/3065/331/8312/1958/51176/1649/650/3728/6789/1909/5663/4929/5916/80351",31
"BP","GO:0022037","metencephalon development","16/835","115/18888",0.139130434782609,3.14718042176517,4.96707428910624,4.58638256700975e-05,0.000159929815460041,6.26789673804612e-05,"7157/596/5604/5781/3480/3309/1312/7515/5663/1386/6095/4204/6331/5802/4967/18",16
"BP","GO:0150115","cell-substrate junction organization","15/835","103/18888",0.145631067961165,3.29422707982094,5.02110670872834,4.58845244071958e-05,0.000159929815460041,6.26789673804612e-05,"5728/596/7422/6714/3791/5295/2335/5747/4088/7057/5879/3690/2185/1845/5786",15
"BP","GO:0007566","embryo implantation","11/835","59/18888",0.186440677966102,4.21735512026794,5.32306064862531,4.72328268799963e-05,0.00016432481016265,6.44014337561634e-05,"406991/7422/3553/4318/4313/5743/10155/6696/6647/3690/5467",11
"BP","GO:0031098","stress-activated protein kinase signaling cascade","11/835","59/18888",0.186440677966102,4.21735512026794,5.32306064862531,4.72328268799963e-05,0.00016432481016265,6.44014337561634e-05,"355/4609/5604/5594/5595/1432/5599/4067/2950/5052/4217",11
"BP","GO:0038066","p38MAPK cascade","11/835","59/18888",0.186440677966102,4.21735512026794,5.32306064862531,4.72328268799963e-05,0.00016432481016265,6.44014337561634e-05,"7422/3553/3082/1432/650/4217/7498/8877/1386/653361/4986",11
"BP","GO:0071559","response to transforming growth factor beta","30/835","309/18888",0.0970873786407767,2.19615138654729,4.559363909884,4.82924827704737e-05,0.000167902371820728,6.58035354832441e-05,"7157/406991/6774/7040/5468/6714/3480/3565/3725/1387/5747/857/142/1277/4088/6935/1906/3065/7057/2353/23411/8312/3309/9076/5465/650/3066/59/7525/7122",30
"BP","GO:0016054","organic acid catabolic process","26/835","250/18888",0.104,2.35251736526946,4.62981073181696,4.83504083304417e-05,0.000167902371820728,6.58035354832441e-05,"207/406991/4843/9370/7291/4846/5465/5467/5444/6566/8647/1374/383/6822/2166/10327/6652/7915/340665/1375/2110/1592/18/56603/5446/6718",26
"BP","GO:0046395","carboxylic acid catabolic process","26/835","250/18888",0.104,2.35251736526946,4.62981073181696,4.83504083304417e-05,0.000167902371820728,6.58035354832441e-05,"207/406991/4843/9370/7291/4846/5465/5467/5444/6566/8647/1374/383/6822/2166/10327/6652/7915/340665/1375/2110/1592/18/56603/5446/6718",26
"BP","GO:0006730","one-carbon metabolic process","9/835","40/18888",0.225,5.08958083832335,5.5683457439428,4.90676988844385e-05,0.000170288453139536,6.67386776436883e-05,"768/771/759/760/762/765/11238/763/761",9
"BP","GO:0014897","striated muscle hypertrophy","15/835","104/18888",0.144230769230769,3.26255181943805,4.97589493074755,5.14640540264921e-05,0.000178495179392437,6.99550205477695e-05,"406991/5468/142/4088/1906/5578/7528/2539/6416/9759/5465/3066/183/10038/5025",15
"BP","GO:0050918","positive chemotaxis","12/835","70/18888",0.171428571428571,3.87777587681779,5.18763357617893,5.1530135048939e-05,0.000178614589730444,7.00018193054577e-05,"4233/7422/3576/3791/3082/2247/3627/4088/2152/3146/4282/1233",12
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","33/835","356/18888",0.0926966292134832,2.09683105698715,4.49317805544929,5.19327816873639e-05,0.000179899746508161,7.05054921166693e-05,"7157/5728/11200/207/672/1029/1956/7015/4193/5925/595/1026/596/1019/6347/1021/1017/894/898/1869/5347/351/983/9212/55193/891/1543/3373/5777/10783/22933/79184/785",33
"BP","GO:0008344","adult locomotory behavior","13/835","81/18888",0.160493827160494,3.63042803282324,5.1022203219781,5.20019309171377e-05,0.000180028770653625,7.05560586741403e-05,"894/351/6622/11315/4929/4204/2395/1815/5538/1812/6323/2906/785",13
"BP","GO:0044772","mitotic cell cycle phase transition","39/835","451/18888",0.0864745011086474,1.95608428376064,4.41966507191586,5.29878689748483e-05,0.000183329579782384,7.18496968060643e-05,"7157/5728/11200/207/672/1029/1956/7015/4193/5925/595/4609/1026/596/1019/6347/1021/1017/5243/894/898/1869/6198/5347/351/983/9212/55193/891/1543/1977/3373/5777/10783/22933/801/79184/815/785",39
"BP","GO:0051260","protein homooligomerization","22/835","195/18888",0.112820512820513,2.55204053431598,4.68522982213672,5.39771188526932e-05,0.000186637795150581,7.31462375577325e-05,"114548/1994/4282/223/7442/226/23373/3738/8854/3736/241/3737/10280/200186/3751/3752/1759/1429/3748/3744/3750/3742",22
"BP","GO:0098773","skin epidermis development","17/835","129/18888",0.131782945736434,2.98097757972427,4.85533959058662,5.428650640019e-05,0.000187592624382285,7.35204498964123e-05,"7124/1499/1956/4233/596/5970/3065/9076/3066/8841/1364/3848/239/3868/2312/388697/56603",17
"BP","GO:0007215","glutamate receptor signaling pathway","10/835","50/18888",0.2,4.52407185628743,5.36614492815832,5.55279722260288e-05,0.00019115196153412,7.49154091577244e-05,"351/2185/2903/2904/2902/116443/2906/2898/2891/116444",10
"BP","GO:0014911","positive regulation of smooth muscle cell migration","10/835","50/18888",0.2,4.52407185628743,5.36614492815832,5.55279722260288e-05,0.00019115196153412,7.49154091577244e-05,"7015/4193/406991/596/6714/7099/6198/1545/3690/7448",10
"BP","GO:0022602","ovulation cycle process","10/835","50/18888",0.2,4.52407185628743,5.36614492815832,5.55279722260288e-05,0.00019115196153412,7.49154091577244e-05,"2099/6714/4313/836/23411/6777/4846/5806/9353/2",10
"BP","GO:0051403","stress-activated MAPK cascade","10/835","50/18888",0.2,4.52407185628743,5.36614492815832,5.55279722260288e-05,0.00019115196153412,7.49154091577244e-05,"355/4609/5604/5594/5595/1432/5599/2950/5052/4217",10
"BP","GO:0006695","cholesterol biosynthetic process","11/835","60/18888",0.183333333333333,4.14706586826347,5.25084743628438,5.55536446776462e-05,0.00019115196153412,7.49154091577244e-05,"348/1080/6647/2539/335/3156/6720/5562/5563/47/1066",11
"BP","GO:0014009","glial cell proliferation","11/835","60/18888",0.183333333333333,4.14706586826347,5.25084743628438,5.55536446776462e-05,0.00019115196153412,7.49154091577244e-05,"7157/7124/1956/5925/3569/3553/2670/4067/1191/2185/4204",11
"BP","GO:1902653","secondary alcohol biosynthetic process","11/835","60/18888",0.183333333333333,4.14706586826347,5.25084743628438,5.55536446776462e-05,0.00019115196153412,7.49154091577244e-05,"348/1080/6647/2539/335/3156/6720/5562/5563/47/1066",11
"BP","GO:0070098","chemokine-mediated signaling pathway","14/835","93/18888",0.150537634408602,3.40521537570021,5.00062534311303,5.62504034699771e-05,0.000193431460561292,7.58087800701894e-05,"3091/3576/7852/6347/3627/1906/4067/2919/2185/2859/1233/9353/3577/2920",14
"BP","GO:0002922","positive regulation of humoral immune response","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7124/3553/3605/5788/718/1378/25818",7
"BP","GO:0009651","response to salt stress","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7157/7124/581/3320/2185/231/624",7
"BP","GO:0032727","positive regulation of interferon-alpha production","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"6772/7099/1147/3329/29110/4321/4828",7
"BP","GO:0034114","regulation of heterotypic cell-cell adhesion","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7124/3586/3553/9370/335/3932/2243",7
"BP","GO:0035162","embryonic hemopoiesis","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7173/3091/7422/3791/3562/6789/468",7
"BP","GO:0046885","regulation of hormone biosynthetic process","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"3091/4790/3480/1958/650/1594/476",7
"BP","GO:0048634","regulation of muscle organ development","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7040/2065/1385/4088/7291/51176/22933",7
"BP","GO:0060252","positive regulation of glial cell proliferation","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7124/1956/3569/3553/2670/4067/4204",7
"BP","GO:0061042","vascular wound healing","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"7124/7422/7852/3791/5054/7494/240",7
"BP","GO:1901983","regulation of protein acetylation","7/835","24/18888",0.291666666666667,6.59760479041916,5.90120900392264,5.7517474589504e-05,0.000196384724411545,7.69662098340107e-05,"2932/23411/3066/10013/11315/5562/5563",7
"BP","GO:0033032","regulation of myeloid cell apoptotic process","8/835","32/18888",0.25,5.65508982035928,5.66797996405124,5.75964414143376e-05,0.000196384724411545,7.69662098340107e-05,"1029/596/9370/5293/23411/5291/6777/4282",8
"BP","GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus","8/835","32/18888",0.25,5.65508982035928,5.66797996405124,5.75964414143376e-05,0.000196384724411545,7.69662098340107e-05,"3091/1080/1392/9971/55107/2641/6514/3651",8
"BP","GO:0045777","positive regulation of blood pressure","8/835","32/18888",0.25,5.65508982035928,5.66797996405124,5.75964414143376e-05,0.000196384724411545,7.69662098340107e-05,"1636/2740/5021/554/128/134/147/151",8
"BP","GO:1902235","regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","8/835","32/18888",0.25,5.65508982035928,5.66797996405124,5.75964414143376e-05,0.000196384724411545,7.69662098340107e-05,"598/23411/10018/7494/11315/3651/5771/5770",8
"BP","GO:0014743","regulation of muscle hypertrophy","12/835","71/18888",0.169014084507042,3.82315931517247,5.12553738397571,5.9550431184386e-05,0.000202280015427811,7.92766655313673e-05,"406991/5468/142/4088/1906/5578/7528/2539/5465/183/10038/5025",12
"BP","GO:0032835","glomerulus development","12/835","71/18888",0.169014084507042,3.82315931517247,5.12553738397571,5.9550431184386e-05,0.000202280015427811,7.92766655313673e-05,"5979/596/9370/1906/1312/1958/3690/5175/1909/5076/59/186",12
"BP","GO:0002679","respiratory burst involved in defense response","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"3630/5294/5293/4353/6280/653361",6
"BP","GO:0036005","response to macrophage colony-stimulating factor","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"7124/7099/6696/7097/5771/249",6
"BP","GO:0055119","relaxation of cardiac muscle","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"5290/476/2934/2946/6546/5025",6
"BP","GO:0070254","mucus secretion","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"1956/100/55107/5581/2355/134",6
"BP","GO:0097396","response to interleukin-17","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"6774/3553/4790/3605/3627/23765",6
"BP","GO:0097398","cellular response to interleukin-17","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"6774/3553/4790/3605/3627/23765",6
"BP","GO:0110096","cellular response to aldehyde","6/835","17/18888",0.352941176470588,7.98365621697781,6.19526506580815,5.96480499152715e-05,0.000202280015427811,7.92766655313673e-05,"3480/1636/216/11315/10327/128",6
"BP","GO:0055007","cardiac muscle cell differentiation","17/835","130/18888",0.130769230769231,2.95804698295716,4.81783093215664,5.99313618260846e-05,0.000203118723594352,7.96053682292422e-05,"7040/2475/7422/5914/5915/1906/7528/983/2539/6416/5465/650/8841/50507/51548/10038/6546",17
"BP","GO:0010762","regulation of fibroblast migration","9/835","41/18888",0.219512195121951,4.96544472031547,5.46654276484584,6.04237480909303e-05,0.000204419190933525,8.01150414862077e-05,"207/7040/2247/5747/7057/5879/3690/59/5581",9
"BP","GO:0071634","regulation of transforming growth factor beta production","9/835","41/18888",0.219512195121951,4.96544472031547,5.46654276484584,6.04237480909303e-05,0.000204419190933525,8.01150414862077e-05,"3091/5743/50943/2335/4088/7057/3685/1386/183",9
"BP","GO:0090181","regulation of cholesterol metabolic process","9/835","41/18888",0.219512195121951,4.96544472031547,5.46654276484584,6.04237480909303e-05,0.000204419190933525,8.01150414862077e-05,"348/6647/3949/335/9971/6720/5562/1066/2053",9
"BP","GO:0001820","serotonin secretion","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"6850/1392/4129/6532/3350",5
"BP","GO:0019372","lipoxygenase pathway","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"240/239/247/246/241",5
"BP","GO:0031650","regulation of heat generation","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"7124/3553/5743/9536/18",5
"BP","GO:0051081","nuclear membrane disassembly","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"5578/5347/5579/10783/7443",5
"BP","GO:0060081","membrane hyperpolarization","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"1080/11315/5590/23373/7224",5
"BP","GO:0061370","testosterone biosynthetic process","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"1385/1588/6716/8644/3292",5
"BP","GO:0071492","cellular response to UV-A","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"4318/4313/4312/4314/611",5
"BP","GO:2000343","positive regulation of chemokine (C-X-C motif) ligand 2 production","5/835","11/18888",0.454545454545455,10.2819814915623,6.62247899650157,6.16858934308318e-05,0.000207693017082449,8.13981045711454e-05,"7124/7040/7099/3146/4282",5
"BP","GO:0010633","negative regulation of epithelial cell migration","16/835","118/18888",0.135593220338983,3.06716736019486,4.84433918225765,6.3023829986504e-05,0.000211944858530299,8.3064466972991e-05,"5728/7124/406991/7040/5468/3565/2247/348/7057/3146/406921/3728/4204/9353/10014/186",16
"BP","GO:0051224","negative regulation of protein transport","16/835","118/18888",0.135593220338983,3.06716736019486,4.84433918225765,6.3023829986504e-05,0.000211944858530299,8.3064466972991e-05,"3553/5781/3630/348/9370/948/3156/6720/7351/7295/11315/51548/2149/4988/10062/1815",16
"BP","GO:0050848","regulation of calcium-mediated signaling","14/835","94/18888",0.148936170212766,3.36898968021404,4.9518504621346,6.34493774339276e-05,0.000213121926702175,8.35257781883971e-05,"7124/2475/2065/2932/1906/6850/351/100/3375/5341/801/56923/5025/6543",14
"BP","GO:0051781","positive regulation of cell division","14/835","94/18888",0.148936170212766,3.36898968021404,4.9518504621346,6.34493774339276e-05,0.000213121926702175,8.35257781883971e-05,"7040/7422/3553/3480/3552/2247/9212/847/4824/5764/5581/22933/5956/2652",14
"BP","GO:0014896","muscle hypertrophy","15/835","106/18888",0.141509433962264,3.20099423793922,4.88709697616175,6.44340661488888e-05,0.000216300675358822,8.47715789341028e-05,"406991/5468/142/4088/1906/5578/7528/2539/6416/9759/5465/3066/183/10038/5025",15
"BP","GO:0003179","heart valve morphogenesis","11/835","61/18888",0.180327868852459,4.0790811818985,5.18018813154959,6.51016372607495e-05,0.000218281960227219,8.55480751070049e-05,"4193/5925/7040/2475/8313/7291/4846/650/659/9353/11096",11
"BP","GO:0016447","somatic recombination of immunoglobulin gene segments","11/835","61/18888",0.180327868852459,4.0790811818985,5.18018813154959,6.51016372607495e-05,0.000218281960227219,8.55480751070049e-05,"7040/3586/3558/3565/50943/959/5788/7037/7528/3329/5423",11
"BP","GO:0001974","blood vessel remodeling","10/835","51/18888",0.196078431372549,4.43536456498767,5.28326126450855,6.63646087778766e-05,0.000222384493666008,8.71559213916231e-05,"4193/7040/581/558/1636/4846/1909/183/659/186",10
"BP","GO:0032414","positive regulation of ion transmembrane transporter activity","13/835","83/18888",0.156626506024096,3.54294783926124,4.99332537177933,6.75516211131935e-05,0.000226093593085261,8.86095748010361e-05,"3458/6347/5243/1906/1080/1909/1815/801/487/2946/783/6324/784",13
"BP","GO:0140115","export across plasma membrane","13/835","83/18888",0.156626506024096,3.54294783926124,4.99332537177933,6.75516211131935e-05,0.000226093593085261,8.86095748010361e-05,"406991/5243/4363/9429/19/10257/476/540/801/6582/3737/3752/6543",13
"BP","GO:0051148","negative regulation of muscle cell differentiation","12/835","72/18888",0.166666666666667,3.77005988023952,5.06456081082817,6.86260204697374e-05,0.000229417436913939,8.99122405880009e-05,"406991/627/7528/2539/9759/5465/650/7494/8841/659/4204/10014",12
"BP","GO:0140895","cell surface toll-like receptor signaling pathway","12/835","72/18888",0.166666666666667,3.77005988023952,5.06456081082817,6.86260204697374e-05,0.000229417436913939,8.99122405880009e-05,"5295/5970/4792/7099/7097/4067/1147/29110/5581/4057/10062/23643",12
"BP","GO:0032609","type II interferon production","16/835","119/18888",0.134453781512605,3.04139284456297,4.80429358205587,6.98819238971121e-05,0.000233339465415032,9.14493441967191e-05,"7124/29126/3586/3553/3558/50943/3717/5914/7099/558/3146/1649/9971/3329/1378/7805",16
"BP","GO:0032649","regulation of type II interferon production","16/835","119/18888",0.134453781512605,3.04139284456297,4.80429358205587,6.98819238971121e-05,0.000233339465415032,9.14493441967191e-05,"7124/29126/3586/3553/3558/50943/3717/5914/7099/558/3146/1649/9971/3329/1378/7805",16
"BP","GO:1903320","regulation of protein modification by small protein conjugation or removal","25/835","241/18888",0.103734439834025,2.34651029890427,4.52442873750232,6.99613939070271e-05,0.000233466674049293,9.149919922728e-05,"5728/207/1499/3091/5970/2932/3320/857/330/331/8312/3309/5347/1958/329/9759/8841/23028/11315/8877/5581/10016/55869/10196/7805",25
"BP","GO:0071229","cellular response to acid chemical","14/835","95/18888",0.147368421052632,3.33352663094863,4.90372993549713,7.1438788916108e-05,0.000238255960906381,9.33761947945396e-05,"5290/7124/1956/2475/7422/4313/598/4915/1277/6935/7494/1051/3297/2906",14
"BP","GO:0050869","negative regulation of B cell activation","8/835","33/18888",0.242424242424242,5.48372346216658,5.54411918054911,7.31026231211956e-05,0.000243373511665432,9.5381842060321e-05,"3586/836/50943/695/4067/5585/1378/7805",8
"BP","GO:0060351","cartilage development involved in endochondral bone morphogenesis","8/835","33/18888",0.242424242424242,5.48372346216658,5.54411918054911,7.31026231211956e-05,0.000243373511665432,9.5381842060321e-05,"5914/8313/5915/1277/4322/1386/5916/2355",8
"BP","GO:0072539","T-helper 17 cell differentiation","8/835","33/18888",0.242424242424242,5.48372346216658,5.54411918054911,7.31026231211956e-05,0.000243373511665432,9.5381842060321e-05,"3569/406991/6774/3558/50943/6095/6097/3726",8
"BP","GO:0051154","negative regulation of striated muscle cell differentiation","9/835","42/18888",0.214285714285714,4.84721984602224,5.3679948812099,7.39144280203109e-05,0.000245786162238429,9.63273971222734e-05,"627/7528/2539/9759/5465/650/7494/8841/10014",9
"BP","GO:0060251","regulation of glial cell proliferation","9/835","42/18888",0.214285714285714,4.84721984602224,5.3679948812099,7.39144280203109e-05,0.000245786162238429,9.63273971222734e-05,"7157/7124/1956/5925/3569/3553/2670/4067/4204",9
"BP","GO:0033619","membrane protein proteolysis","11/835","62/18888",0.17741935483871,4.01328954993239,5.11102164118801,7.60219604291758e-05,0.000252645419730176,9.90156461854184e-05,"5979/7124/3458/7040/3586/3553/348/4627/4316/5663/23621",11
"BP","GO:0014855","striated muscle cell proliferation","13/835","84/18888",0.154761904761905,3.50076988879384,4.94012900453793,7.67360846795993e-05,0.000254357058372431,9.968646383325e-05,"2260/6714/7161/3082/3717/2247/1432/2353/983/5467/5292/5950/2047",13
"BP","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"1312/183/2149/185/186/134/56670",7
"BP","GO:0009110","vitamin biosynthetic process","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"7124/3458/4790/1576/1594/231/10327",7
"BP","GO:0014856","skeletal muscle cell proliferation","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"6714/3082/3717/2247/2353/5467/2047",7
"BP","GO:0036119","response to platelet-derived growth factor","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"6714/7099/3065/1649/3690/3373/7525",7
"BP","GO:0046716","muscle cell cellular homeostasis","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"3091/857/6647/5340/2395/226/2548",7
"BP","GO:1901863","positive regulation of muscle tissue development","7/835","25/18888",0.28,6.3337005988024,5.73909339389582,7.68525225101888e-05,0.000254357058372431,9.968646383325e-05,"1499/596/2065/1385/6198/10891/5562",7
"BP","GO:1903050","regulation of proteolysis involved in protein catabolic process","24/835","228/18888",0.105263157894737,2.38109045067759,4.51215243452191,7.70558546346907e-05,0.000254880532065392,9.98916212670359e-05,"5728/207/4193/1950/4780/2932/5747/8313/9817/857/1017/348/8312/5347/1191/2185/11315/7874/5663/51548/1457/22933/1075/7805",24
"BP","GO:0048736","appendage development","21/835","186/18888",0.112903225806452,2.55391153177516,4.58024566406265,7.83079748927704e-05,0.000258718912365283,0.000101395941852404,"1499/2260/581/1387/5914/5915/3065/7291/860/10018/51176/3066/5663/659/5916/7704/5564/6299/775/8854/56603",21
"BP","GO:0060173","limb development","21/835","186/18888",0.112903225806452,2.55391153177516,4.58024566406265,7.83079748927704e-05,0.000258718912365283,0.000101395941852404,"1499/2260/581/1387/5914/5915/3065/7291/860/10018/51176/3066/5663/659/5916/7704/5564/6299/775/8854/56603",21
"BP","GO:2000241","regulation of reproductive process","23/835","214/18888",0.107476635514019,2.43116010968717,4.52820905707285,7.85129649248659e-05,0.000259244389157998,0.000101601884331954,"1499/2099/7422/367/6714/581/3552/598/3643/5327/6647/100/4627/3066/3690/6789/4824/5021/8912/22933/2683/11251/6406",23
"BP","GO:0030858","positive regulation of epithelial cell differentiation","12/835","73/18888",0.164383561643836,3.71841522434583,5.00466658050113,7.88696478123686e-05,0.000259765781308006,0.000101806225976873,"1499/406991/7161/2247/5054/7421/51176/650/1594/5076/247/6820",12
"BP","GO:0046635","positive regulation of alpha-beta T cell activation","12/835","73/18888",0.164383561643836,3.71841522434583,5.00466658050113,7.88696478123686e-05,0.000259765781308006,0.000101806225976873,"3458/406991/50943/3717/5914/5788/6850/100/942/114548/5590/7704",12
"BP","GO:0060420","regulation of heart growth","12/835","73/18888",0.164383561643836,3.71841522434583,5.00466658050113,7.88696478123686e-05,0.000259765781308006,0.000101806225976873,"2260/7161/2247/1432/1906/7528/983/2539/5465/5292/5950/10038",12
"BP","GO:0006111","regulation of gluconeogenesis","10/835","52/18888",0.192307692307692,4.35006909258406,5.20248853580761,7.89470698109571e-05,0.000259765781308006,0.000101806225976873,"3630/9370/23411/5465/10891/7874/2641/2645/51548/5771",10
"BP","GO:0010823","negative regulation of mitochondrion organization","10/835","52/18888",0.192307692307692,4.35006909258406,5.20248853580761,7.89470698109571e-05,0.000259765781308006,0.000101806225976873,"7157/207/5468/3082/598/7037/1191/3375/2395/10193",10
"BP","GO:0070988","demethylation","10/835","52/18888",0.192307692307692,4.35006909258406,5.20248853580761,7.89470698109571e-05,0.000259765781308006,0.000101806225976873,"10155/1576/1565/23028/7874/79068/1544/1559/1558/54890",10
"BP","GO:0050807","regulation of synapse organization","25/835","243/18888",0.102880658436214,2.32719745693798,4.47824160703918,8.00007165848187e-05,0.000263079279538538,0.00010310483716397,"5728/7124/207/1499/3586/3630/627/4915/1432/7097/348/351/54583/2185/6622/5663/4204/5021/7534/2904/4747/2047/7804/5802/816",25
"BP","GO:0048593","camera-type eye morphogenesis","17/835","133/18888",0.12781954887218,2.89132411867993,4.70742363920026,8.00942474919833e-05,0.000263233452881341,0.000103165260080714,"7068/1499/6774/3091/7422/3791/581/4915/6935/7291/7528/5076/6010/468/5950/2047/22882",17
