"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0009410","response to xenobiotic stimulus","132/835","444/18888",0.297297297297297,6.72497167826509,26.2535059142606,2.73220656764644e-73,1.54178416612289e-69,6.0424905248686e-70,"7157/5979/7124/999/1499/1956/4193/5925/595/4609/1026/596/3586/3553/1019/6714/6772/7852/7161/4313/836/5743/5970/4780/3320/1385/4843/5111/5243/4363/1277/9370/1906/1869/7057/4067/6198/2353/2950/1636/2944/7037/6647/983/100/1312/1392/3172/7150/768/1728/3066/1576/1545/196/1147/7515/1565/3690/1543/19/2185/847/6622/6720/4824/4129/3932/10257/6530/6716/5579/6532/5562/952/1548/3651/6531/10628/476/54658/2903/6095/5563/135/8061/10599/8647/1544/1244/5447/1571/8856/5021/6097/590/1374/7172/2355/3297/1559/1557/2235/6822/4025/1555/6715/8714/2947/10014/11309/2902/7804/336/1558/28234/2938/54600/873/1812/57468/54659/2946/1592/79001/64241/29785/64240/18/2939/56603/1429",132
"BP","GO:0006979","response to oxidative stress","106/835","398/18888",0.266331658291457,6.02451779857371,21.7880070068699,2.24989610887335e-53,6.34808187118615e-50,2.48791143407521e-50,"7157/7173/207/1956/4193/50506/4233/3569/406991/596/3091/6714/6772/5594/4318/4313/836/5743/3725/3082/5970/3552/3717/4780/5595/9817/695/142/558/5111/348/4363/1277/9370/5599/5580/1906/2353/23411/2950/4353/6667/4314/1612/948/351/6647/983/1312/406921/2539/1728/6416/4846/3066/1545/3162/1147/10891/7515/5742/2185/847/6622/7350/1909/10013/7351/7295/2936/5052/11315/5076/3043/3240/4217/5663/8877/240/3373/4929/5562/1386/3848/952/10628/468/1965/5563/8061/8647/7352/2395/22933/653361/3039/3297/3040/6278/4025/11168/5693/337/4504/2110/79661",106
"BP","GO:0009636","response to toxic substance","83/835","260/18888",0.319230769230769,7.22111469368954,21.7231001451213,1.42660738261855e-48,2.68344848670549e-45,1.05168495118651e-45,"7173/7124/999/4193/50506/1026/406991/596/213/581/5743/4780/7097/5243/348/4067/6198/2353/2950/4353/2944/948/6647/983/1312/9076/1728/2952/4846/9429/1545/196/1147/1543/5742/847/23028/216/7295/5444/2936/4129/5292/5052/11315/3043/3240/6280/1356/6532/468/540/10765/9536/3039/4502/4747/3040/2235/4025/6715/2947/4495/1066/6335/2053/10327/128/2938/4489/4493/3045/337/4494/4504/241/55937/2946/4501/373156/4496/5446/2560",83
"BP","GO:0032496","response to lipopolysaccharide","94/835","348/18888",0.270114942528736,6.11009704728474,20.6925466002049,7.0385342805302e-48,9.92961223625797e-45,3.89156855878788e-45,"7124/207/3569/406991/29126/356/3586/3553/1019/6714/841/4790/5594/3576/4318/836/7431/5743/50943/5970/3552/3717/6347/4792/5914/5595/7099/1432/1437/4843/695/558/7097/3627/1440/5599/5054/1906/5578/842/7412/4067/6198/2353/2950/4353/1636/4314/3146/7056/6401/948/942/114548/9076/1728/1991/4846/3066/7494/1147/2919/1543/19/9971/834/6622/840/1594/4282/6403/4129/6279/5737/6280/5581/1051/2149/4057/54658/6590/2355/10062/3297/6278/2920/6197/10014/717/249/128/23643/623/4986",94
"BP","GO:0002237","response to molecule of bacterial origin","96/835","369/18888",0.260162601626016,5.88497152037389,20.3805776988907,2.53661230992189e-47,2.86282065297784e-44,1.12198367645176e-44,"7124/207/3569/406991/29126/356/3586/3553/1019/6714/841/4790/5594/3576/4318/836/7431/5743/50943/5970/3552/3717/6347/4792/5914/5595/7099/1432/1437/4843/695/558/7097/3627/1440/5599/5054/1906/5578/842/7412/4067/6198/2353/2950/4353/1636/4314/3146/7056/6401/948/942/114548/9076/1728/1991/4846/3066/7494/196/1147/2919/1543/19/9971/834/6622/840/1594/4282/6403/4129/6279/5737/6280/5581/1051/2149/4057/54658/6590/2355/10062/3297/6278/2920/6197/10014/717/249/128/23643/721/623/4986",96
"BP","GO:0031667","response to nutrient levels","107/835","490/18888",0.218367346938776,4.93954784308933,19.0024303173495,7.33171121120154e-45,6.89547439413505e-42,2.70244302714639e-42,"7157/7124/207/1956/4193/355/1026/596/5468/2475/6714/6772/5594/3480/213/581/5743/5970/1387/3552/4780/5914/5595/6513/1432/6696/3627/348/1277/9370/5599/6935/7421/6256/7412/6198/2353/23411/4353/3309/6667/1636/7037/1312/2539/1728/3949/5465/1649/7494/7299/1545/10891/1543/19/9971/847/6720/7350/5467/6257/1594/7351/6566/5292/5076/4217/6716/5579/51085/6532/5562/1386/3651/659/54658/468/1965/5563/3178/8644/7442/7534/590/1374/7352/22933/7019/3297/5564/6715/360/717/5166/249/2/23408/5337/8854/10038/4504/3992/56923/1592/64241/64240/56603",107
"BP","GO:0070482","response to oxygen levels","91/835","354/18888",0.257062146892655,5.81483812036943,19.6674827890036,2.2097097603416e-44,1.78134173965824e-41,6.98135369395144e-42,"7157/7124/207/7015/4193/355/4609/1026/406991/596/7040/5468/2475/3091/7422/6714/7852/4313/836/5743/1387/3552/4780/6513/857/4843/7097/1277/4088/9370/1906/842/7057/7412/5328/2353/23411/5291/7291/5327/1803/2023/1636/7037/100/1312/1958/329/768/5465/650/3066/3162/7515/1543/54583/2185/847/5034/4824/5467/1909/7351/6532/6517/4929/5562/1386/4017/952/5581/468/6095/3099/4204/5423/5021/1374/7352/22933/7019/2355/3297/360/1139/54890/134/10038/4504/3751/18",91
"BP","GO:0010038","response to metal ion","90/835","360/18888",0.25,5.65508982035928,19.1785196275395,8.14600201725545e-43,5.24286505280266e-40,2.05475987500833e-40,"207/999/1956/7015/4193/596/3091/841/5594/4318/836/5743/3725/3552/4780/5595/857/1385/142/5111/5599/1906/842/7057/7412/2353/7037/983/2539/7018/9076/1728/3162/1147/1543/2185/847/6622/7351/4129/6279/11315/5562/4017/3651/6531/10628/3727/468/1965/5563/4204/1544/2167/8644/540/2395/8912/653361/4502/3297/23621/3292/3726/246/2235/360/1742/4495/3710/2243/801/10016/10243/6331/3795/4489/5066/4493/4891/3736/4494/4504/7036/241/4501/4496/18/56670/5025",90
"BP","GO:0036293","response to decreased oxygen levels","86/835","327/18888",0.262996941896024,5.94908531560732,19.4154816290342,8.36182624051461e-43,5.24286505280266e-40,2.05475987500833e-40,"7157/7124/207/7015/4193/4609/406991/596/7040/5468/2475/3091/7422/6714/7852/4313/836/5743/1387/3552/4780/6513/857/4843/7097/4088/9370/1906/842/7057/7412/5328/2353/23411/5291/7291/5327/1803/2023/1636/7037/100/1312/1958/329/768/5465/650/3162/7515/1543/54583/2185/847/5034/4824/5467/1909/7351/6532/6517/4929/5562/1386/4017/952/5581/468/6095/3099/4204/5021/1374/7352/22933/7019/2355/3297/360/1139/54890/134/10038/4504/3751/18",86
"BP","GO:0097305","response to alcohol","77/835","259/18888",0.297297297297297,6.72497167826509,19.9516349510207,1.45896979558569e-42,8.23296655649006e-40,3.22662688476373e-40,"7124/207/672/999/1499/4193/1026/7040/1019/841/3558/3480/50943/5914/598/5788/1385/142/1440/9370/7412/6198/2353/1080/1636/6647/983/1312/1392/2539/329/9076/1728/5465/3066/1545/196/3728/19/2185/847/6720/7350/10013/4129/6279/5737/5579/6517/5562/5581/6531/54658/2903/5563/8061/8647/5423/8644/9353/1374/2904/4988/4747/2235/1815/2902/7804/2/1066/7284/7122/5729/116443/1646/4986/18",77
"BP","GO:0000302","response to reactive oxygen species","69/835","203/18888",0.339901477832512,7.68869354886286,20.6059576698999,1.69274158732962e-42,8.68376434300097e-40,3.40330150715746e-40,"207/1956/4193/4233/3569/406991/596/3091/6714/6772/5594/4318/4313/836/3725/3082/5970/3552/4780/5595/695/558/5111/348/1277/5599/5580/1906/2353/23411/2950/4353/4314/948/6647/983/1728/6416/4846/3066/1545/3162/1147/2185/847/7350/10013/7351/7295/5052/11315/5076/3043/3240/4217/8877/3373/5562/10628/8061/7352/2395/653361/3039/3297/3040/6278/337/4504",69
"BP","GO:0072593","reactive oxygen species metabolic process","74/835","238/18888",0.310924369747899,7.03322095305188,20.1441213008251,1.92334669459906e-42,9.04453783135206e-40,3.54469421522159e-40,"7157/7173/7124/672/1956/50506/1026/406991/596/7040/3091/3630/1401/4780/7099/1432/4843/5580/1906/7057/5879/2950/4353/4314/6850/948/6647/2539/329/1728/2147/4846/5465/1545/1543/2185/847/1994/6622/7350/10013/7351/7295/4129/5052/11315/5076/3043/3240/50507/59272/7498/240/183/3099/1544/185/23410/239/8644/22933/653361/3039/3040/4025/5166/2902/23408/3045/337/873/4504/10193/5446",74
"BP","GO:0071466","cellular response to xenobiotic stimulus","67/835","194/18888",0.345360824742268,7.81218593740354,20.5109736200147,8.52588932064976e-42,3.70089180280205e-39,1.45043671762633e-39,"7157/1956/5925/4609/3553/7852/4780/4843/5111/5243/4363/9370/1906/1869/2950/2944/7037/100/3172/1728/1576/1545/196/1565/3690/1543/19/4824/10257/5562/1548/54658/6095/5563/10599/8647/1544/1244/5447/1571/8856/6097/590/7172/3297/1559/1557/6822/4025/1555/8714/2947/11309/2902/1558/28234/2938/54600/873/54659/2946/1592/79001/29785/2939/56603/1429",67
"BP","GO:0001666","response to hypoxia","83/835","313/18888",0.26517571884984,5.99837003309675,19.1772441994937,1.27945613025905e-41,5.15712210217987e-39,2.02115588697313e-39,"7157/7124/7015/4193/4609/406991/596/7040/5468/2475/3091/7422/6714/7852/4313/836/5743/1387/3552/4780/6513/857/4843/7097/4088/9370/1906/842/7057/7412/5328/2353/23411/5291/7291/5327/1803/2023/1636/7037/100/1312/1958/329/768/5465/650/3162/7515/1543/54583/2185/847/5034/4824/5467/1909/7351/6532/6517/4929/5562/1386/4017/952/5581/468/6095/3099/4204/1374/7352/22933/7019/2355/3297/360/1139/54890/134/4504/3751/18",83
"BP","GO:0043434","response to peptide hormone","96/835","438/18888",0.219178082191781,4.95788696579444,18.0240462764414,2.25611832647204e-40,8.48751714418782e-38,3.32638919573176e-38,"5290/207/4193/5925/6774/5468/2475/3586/3553/6714/6772/4790/5594/5894/5781/3480/5295/5743/3630/5315/5970/3717/4780/3643/2932/5747/5595/6513/1432/857/1385/142/7097/1277/4088/9370/5580/1906/5578/4067/6198/2353/9734/23411/6667/1636/6777/3718/1312/1958/1509/5465/7494/1545/1147/6776/3690/9971/847/6720/1909/7351/2740/2641/2852/6775/6716/5579/2645/6517/4929/5562/5590/183/5771/5770/185/5021/7442/7352/4747/3297/760/197/6715/3416/10014/5166/249/186/3795/815/5786/5791/5319/4986",96
"BP","GO:1901654","response to ketone","69/835","217/18888",0.317972350230415,7.19264880377494,19.7320662698514,2.47949332056273e-40,8.74486300495968e-38,3.42724701743572e-38,"5290/207/1956/1026/7040/367/1019/6714/3480/50943/5970/3717/598/8313/5788/6696/857/1385/142/7097/5111/1906/842/7057/6198/2353/23411/1080/6667/1636/1312/1392/9076/768/1728/1545/196/6720/7350/4824/10013/7351/1977/4129/11315/5737/6716/5562/1364/952/5581/10628/5563/2002/8061/5021/8644/9353/7352/653361/4747/10062/3297/2235/6715/2/5729/1646/2560",69
"BP","GO:0050878","regulation of body fluid levels","88/835","370/18888",0.237837837837838,5.37997734261207,18.2989311415409,5.28378831335198e-40,1.70509294936693e-37,6.68252289584658e-38,"5290/1956/595/3569/3091/7422/6714/5294/3717/4780/4830/959/7099/1432/857/1385/558/348/7376/5580/5054/7421/1906/5578/7057/4067/5328/5291/5327/1080/2152/7056/6850/6777/948/100/4627/3172/5265/2147/3315/4846/7494/6776/3690/7448/5340/6403/55107/3827/3932/3043/7498/6532/5777/3848/5581/2149/6531/231/3099/135/239/5021/540/2923/5341/2355/10062/710/360/554/2243/3783/2161/1131/10544/134/4881/6582/3818/152/79001/3053/4986/4987/151/725",88
"BP","GO:0062197","cellular response to chemical stress","81/835","311/18888",0.260450160771704,5.89147621156401,18.706062737617,5.43889298043677e-40,1.70509294936693e-37,6.68252289584658e-38,"7157/5290/207/1956/4193/4233/3569/355/406991/2475/3091/6714/5594/4318/4313/836/5743/3725/3082/5970/4780/5595/9817/6513/857/695/142/558/5111/4363/5599/5580/1906/2353/23411/4353/4314/1612/948/6647/983/406921/2539/114548/1728/6416/4846/1649/3066/1545/1147/10891/847/834/6622/7350/1909/10013/7295/2936/5052/11315/5076/4217/8877/240/6517/4929/5562/1386/231/468/1965/5563/2395/22933/653361/3297/624/337/4504",81
"BP","GO:1901653","cellular response to peptide","88/835","376/18888",0.234042553191489,5.29412664033635,18.0880661157846,2.07587596624297e-39,6.16535161974163e-37,2.41629662331107e-37,"7157/5290/7124/207/4193/5925/6774/5468/2475/3553/6714/6772/4790/5594/5894/5781/3480/7431/5295/3630/5315/3383/5970/3717/4780/3643/2932/5747/5595/7099/857/142/4363/9370/5580/1906/5578/7412/4067/6198/2353/9734/23411/6667/1636/6777/948/351/3718/1509/7494/1545/6776/3690/9971/6720/1909/7351/2740/55107/2641/2852/5663/5579/2645/6517/4929/5562/5590/183/5771/5770/185/3297/760/197/23621/773/6715/3416/10014/5166/186/815/5786/5791/5319/782",88
"BP","GO:0048545","response to steroid hormone","83/835","338/18888",0.245562130177515,5.55470361053042,18.1717415449001,7.18965366921066e-39,2.02856078276779e-36,7.95024334684821e-37,"5290/7124/672/1956/4193/3569/2099/1026/596/7040/3586/367/6714/5594/2100/3480/836/5743/5970/3717/8313/5788/6696/857/142/7097/5111/1277/9370/1906/3065/6256/842/7057/6198/2322/2353/23411/1636/1312/1392/10018/9076/5465/1545/6720/4824/23028/5467/10013/6257/7351/1977/2101/4129/11315/2852/6716/1364/952/2103/3651/10628/476/54658/6258/8061/5021/8644/9353/590/5585/7352/2104/4747/2355/10062/2235/6715/249/336/2/2560",83
"BP","GO:0042060","wound healing","92/835","430/18888",0.213953488372093,4.83970477649352,17.3216706919876,8.65783417115428e-38,2.32648372513446e-35,9.11784942034845e-36,"5728/5290/7124/2064/50506/3569/1026/7040/5468/2475/3091/7422/6714/5894/2065/7852/3791/3630/5294/3552/3717/2247/4780/2335/959/5747/7099/1432/857/558/348/4088/5580/5054/1906/5578/7057/4067/5328/5291/5327/2152/7056/6850/948/4627/3172/9076/5265/2147/3315/4846/5465/7494/3685/3162/3690/7448/5340/5467/840/6403/3827/3932/3043/6532/240/5777/1364/100506658/3848/5581/2149/135/1832/239/2923/4321/5341/246/710/2683/3853/2243/2161/10544/3818/152/79001/3053/151/725",92
"BP","GO:0050727","regulation of inflammatory response","91/835","425/18888",0.214117647058824,4.84341810496654,17.2349885261431,2.07976434302446e-37,5.33459553985775e-35,2.09071047114565e-35,"7124/5925/3569/2099/3458/406991/6774/7040/5468/3586/3553/6714/4790/3558/4318/3565/5743/3630/5294/50943/3082/5970/3717/4792/3605/7099/5788/1432/695/7097/348/4363/4088/9370/5580/5054/330/331/4067/2950/3956/1588/4314/6850/6777/6401/351/6647/100/114548/329/1991/3949/5465/196/335/9971/718/834/6622/5467/6279/11315/5320/59272/2852/6280/8877/240/5777/3848/183/1051/5771/6095/23765/135/185/2167/9536/653361/1075/10062/197/7525/246/2161/134/241/3818/56670",91
"BP","GO:0008202","steroid metabolic process","79/835","329/18888",0.240121580547112,5.43163642320223,17.4395318734606,2.87495277417415e-36,7.05363413246292e-34,2.7644282739313e-34,"7124/2099/3458/2260/4790/3480/3565/3552/6696/1385/348/23411/1080/1588/6777/351/6647/1392/1958/2539/3949/650/1576/1545/1565/335/1543/19/9971/3156/847/6720/5467/1594/5444/6716/5562/1548/1071/231/476/54658/6095/5563/4204/8647/47/1544/1571/8856/8644/6097/866/412/8912/6783/1559/3290/3292/1557/2235/6822/1555/6715/7436/1066/1558/2053/8542/6646/337/873/1646/340665/54659/6820/1592/56603/6718",79
"BP","GO:0006869","lipid transport","92/835","456/18888",0.201754385964912,4.56375669713205,16.5673967900065,1.27475796150355e-35,2.99727465698521e-33,1.17467827943814e-33,"207/5468/356/3553/4790/5781/1950/5743/3552/4792/6513/6696/857/4843/5243/348/4363/7376/9370/5580/1906/6256/7057/6198/23411/1080/1636/1588/6850/948/1312/1392/1191/3949/5465/9429/3685/335/3690/19/4824/5467/4282/5444/10257/5320/5562/183/1071/5950/10599/8647/185/2167/1244/339221/10765/9536/1374/7352/10062/345/1815/2169/8714/11309/2171/2170/336/7436/624/1066/3783/28234/8542/6646/337/4828/6582/1375/10280/56923/55937/5319/5948/7224/5406/51228/64241/64240/2172/5025",92
"BP","GO:0034599","cellular response to oxidative stress","68/835","248/18888",0.274193548387097,6.20235657716824,17.7358921530227,3.38272500193102e-35,7.6354868743587e-33,2.99246535960298e-33,"7157/207/1956/4193/4233/3569/406991/3091/6714/5594/4318/4313/3725/3082/5970/4780/5595/9817/695/142/558/5111/4363/5599/5580/1906/2353/23411/4353/4314/1612/948/6647/983/406921/2539/1728/6416/4846/3066/1545/1147/10891/847/6622/7350/1909/10013/7295/2936/5052/11315/5076/4217/8877/240/4929/5562/1386/468/1965/5563/2395/22933/653361/3297/337/4504",68
"BP","GO:2001233","regulation of apoptotic signaling pathway","85/835","396/18888",0.214646464646465,4.85538014879332,16.6752707559894,4.79305501147353e-35,1.04027728575943e-32,4.07700752190521e-33,"7157/5979/7124/207/672/1499/7015/4193/5925/355/4609/406991/2260/596/3091/3586/3553/367/6714/5894/4318/581/4313/5743/3630/3082/3383/5970/3552/3717/627/4780/598/2932/7099/5788/857/1437/142/5580/5054/3065/4170/7057/6198/23411/2950/5291/2023/6647/406921/10018/1191/3315/4846/1649/1514/7494/3685/3162/5034/6789/4824/23028/4282/6279/11315/3932/2852/6280/5663/4929/183/3651/5771/468/5770/135/1457/2923/2395/1075/624/186/2243",85
"BP","GO:0071375","cellular response to peptide hormone stimulus","74/835","311/18888",0.237942122186495,5.38233629204613,16.7590015919018,1.00348599270201e-33,2.0972857247472e-31,8.21958702014395e-32,"5290/207/4193/5925/6774/5468/2475/3553/6714/6772/4790/5594/5894/5781/3480/5295/3630/5315/5970/3717/4780/3643/2932/5747/5595/857/142/9370/5580/1906/5578/4067/6198/2353/9734/23411/6667/1636/6777/3718/1509/7494/1545/6776/3690/9971/6720/1909/7351/2740/2641/2852/5579/2645/6517/4929/5562/5590/183/5771/5770/185/3297/760/197/6715/3416/10014/5166/186/815/5786/5791/5319",74
"BP","GO:0051347","positive regulation of transferase activity","81/835","376/18888",0.215425531914894,4.87300293030959,16.3141749039288,1.54903593255564e-33,3.12186063121839e-31,1.22350544898474e-31,"5728/5979/7124/207/1956/2064/4233/595/238/4609/3458/1026/406991/2260/7422/3553/6714/5604/5594/2065/3480/3791/1950/3565/3630/5294/8795/3717/2247/3643/3320/5747/5595/8313/7099/4915/5788/558/5111/348/894/9370/5580/1906/7057/2322/23411/8312/5347/9212/942/2147/1991/335/3690/6098/2185/6622/7295/11315/50507/4217/4751/183/4057/5770/185/653361/1815/1742/7804/336/801/1139/1917/337/4504/5319/152/6543/151",81
"BP","GO:0048511","rhythmic process","72/835","297/18888",0.242424242424242,5.48372346216658,16.7500344765226,2.13248536889902e-33,4.14952239196454e-31,1.62626198187181e-31,"7157/5728/7124/1956/2099/5468/2475/6714/3480/4313/836/1387/2932/4915/1437/1385/4843/142/558/5111/9370/5599/3065/7153/23411/7291/6667/6777/5602/983/1392/1958/3172/7150/4846/5465/3066/1545/196/8841/10891/6720/5764/7874/6532/51548/5562/1364/468/6095/5563/135/1457/5806/771/5021/6097/10765/9353/10062/23373/1815/2/6335/134/94233/116443/3737/3751/4986/4987/2560",72
"BP","GO:0001819","positive regulation of cytokine production","93/835","500/18888",0.186,4.20738682634731,15.6321650758602,4.76213938108252e-33,8.95758417581623e-31,3.51061573321206e-31,"7124/672/3569/3458/406991/6774/29126/7040/3091/3586/3553/6714/6772/841/5781/3558/3565/5295/5743/3630/5294/50943/3082/5970/3552/3717/3605/5914/959/3320/7099/5788/1432/1437/4843/695/7097/4088/9370/5293/5054/3659/7057/331/2597/23411/7291/2152/3146/6850/6777/948/351/6647/406921/942/1958/114548/1191/1991/3315/1649/3066/7494/1545/3162/1147/9971/718/834/4282/3329/11315/5663/8877/29110/1386/5590/183/1051/2149/468/6095/23765/4321/247/336/5004/23643/4828/727/5319/7805",93
"BP","GO:0007584","response to nutrient","54/835","164/18888",0.329268292682927,7.4481670804732,17.836470780202,1.23604675173086e-32,2.25000381290878e-30,8.81811281964865e-31,"1956/4193/5468/2475/6772/3480/5743/5970/3552/5914/6696/3627/1277/9370/7421/6256/7412/6198/7037/1728/5465/7494/7299/1545/1543/19/9971/847/6720/6257/1594/6566/5292/5579/51085/6532/3651/54658/8644/590/1374/7352/7019/3297/360/717/249/2/5337/8854/1592/64241/64240/56603",54
"BP","GO:0006805","xenobiotic metabolic process","48/835","126/18888",0.380952380952381,8.61727972626176,18.4499693012372,1.66677021969994e-32,2.93924510930211e-30,1.15193560249657e-30,"5243/4363/2950/2944/100/3172/1728/1576/1545/196/1565/1543/10257/1548/54658/6095/10599/8647/1544/1244/5447/1571/8856/6097/590/7172/1559/1557/6822/4025/1555/8714/2947/11309/2902/1558/28234/2938/54600/873/54659/2946/1592/79001/29785/2939/56603/1429",48
"BP","GO:0051402","neuron apoptotic process","70/835","292/18888",0.23972602739726,5.42268886883767,16.3801578318884,3.68884538328823e-32,6.30792560542288e-30,2.47217357265983e-30,"7157/5290/7068/7124/1499/7015/5925/595/355/596/356/3091/3586/841/2065/3791/581/4313/836/3717/6347/627/598/2932/4915/142/558/842/4170/331/2597/23411/4803/351/6647/1392/10018/1958/2539/1191/1728/6416/1649/10891/2185/6622/840/7351/11315/4217/5663/4929/1386/1051/2149/468/2002/4204/135/5423/4747/23621/186/23581/5538/10038/4504/2898/10280/7224",70
"BP","GO:0062012","regulation of small molecule metabolic process","74/835","331/18888",0.223564954682779,5.05711959766268,16.0150375053356,8.25835747831888e-32,1.37064444853393e-29,5.371767511439e-30,"7157/7124/207/672/3458/406991/6774/5468/2475/3091/3553/6714/4790/3565/5743/3630/3643/857/1385/4843/142/348/7376/9370/3486/23411/7291/2023/351/6647/406921/1958/4846/9759/3949/5465/650/10891/335/9971/6622/6720/5467/1594/11315/7874/2641/2852/5663/2645/51085/51548/5562/5581/5771/6095/5563/8647/8644/6097/1374/22933/5341/10062/345/5166/2171/2170/1066/2053/23408/60481/337/10196",74
"BP","GO:0098754","detoxification","52/835","158/18888",0.329113924050633,7.44467520654893,17.4948702796337,1.87768287420025e-31,2.99455814652401e-29,1.17361363698797e-29,"7173/50506/406991/213/5743/4780/5243/348/2950/4353/2944/948/6647/1728/2952/4846/9429/5742/847/216/7295/2936/5292/5052/11315/3043/3240/6280/1356/540/9536/3039/4502/3040/4025/2947/4495/10327/128/2938/4489/4493/3045/337/4494/4504/241/55937/2946/4501/373156/4496",52
"BP","GO:0006631","fatty acid metabolic process","81/835","401/18888",0.201995012468828,4.56919975510326,15.5367385316146,1.91040392122744e-31,2.99455814652401e-29,1.17361363698797e-29,"207/672/5468/3553/5743/3630/1432/857/7376/9370/1906/23411/2950/7291/2944/948/2194/1312/406921/5465/1576/7494/1545/10891/1565/1543/5742/718/6622/6720/5467/4282/51085/240/7306/5562/1548/231/5563/8647/47/1544/239/1571/8644/5577/9536/1374/7352/22933/6319/10062/247/1559/5564/1557/345/246/1555/2169/5166/2171/2170/1066/1558/2182/2166/128/2938/60481/9415/337/873/1646/1375/3992/241/2110/2946/5319/29785",81
"BP","GO:0003018","vascular process in circulatory system","67/835","275/18888",0.243636363636364,5.51114207947741,16.2067040137731,2.84629321670399e-31,4.34098178969205e-29,1.70129788002705e-29,"7124/1956/406991/7040/7422/6714/4313/5743/3630/1401/3643/6513/857/5243/348/4363/1906/1636/7037/948/6647/4846/7082/9429/1909/6566/3827/3043/10257/59272/2852/59/6532/6517/100506658/952/183/2149/659/135/185/1244/5021/9353/3350/7525/8714/11309/554/2171/624/186/2243/1131/2166/134/4881/7122/147/1812/6582/152/3352/6541/6546/6543/151",67
"BP","GO:0015850","organic hydroxy compound transport","71/835","311/18888",0.228295819935691,5.16413346939561,15.9245468151667,3.67276353821526e-31,5.45405385424966e-29,2.13752803152085e-29,"5468/4790/5781/1950/4792/6696/857/348/7376/9370/6256/23411/1080/1588/6850/948/1312/1392/1191/3949/335/3690/19/6622/5444/4129/6566/11315/10257/6530/5579/6532/5562/183/1071/6531/4204/135/5950/10599/8647/185/1244/339221/5021/10765/3350/10062/345/1815/8714/360/11309/140/336/1066/28234/6646/337/4828/1812/6582/3737/55937/152/5406/64241/4986/64240/18/151",71
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","50/835","149/18888",0.335570469798658,7.59072459108628,17.3701324264456,9.6447815533713e-31,1.39552570014549e-28,5.46928098343674e-29,"7157/7124/672/1956/1026/406991/596/7040/3091/3630/1401/4780/7099/1432/5580/7057/5879/2950/4314/6850/948/6647/2539/329/2147/5465/1545/2185/1994/6622/7350/10013/11315/5076/3240/59272/7498/240/183/3099/185/23410/8644/22933/2902/23408/873/4504/10193/5446",50
"BP","GO:0032102","negative regulation of response to external stimulus","85/835","456/18888",0.18640350877193,4.21651433974157,14.9531165778318,2.6263369429611e-30,3.70510484228237e-28,1.45208787293718e-28,"5728/7124/5925/406991/6774/7040/5468/3586/6714/4790/3558/3565/3630/50943/3082/2247/6347/3605/5788/1432/6696/142/348/4088/7376/9370/5580/5054/1906/7057/4067/5328/2950/5327/1803/1588/7056/6850/6647/100/9212/114548/2147/1991/4846/3949/5465/196/335/7448/9971/5340/5467/10013/4282/3827/2852/240/5777/3848/6531/4057/5771/6095/135/239/7534/9353/4321/10062/383/7525/23621/710/1378/2/2243/2161/5802/134/116443/1845/1812/727/3818",85
"BP","GO:0030522","intracellular receptor signaling pathway","76/835","369/18888",0.205962059620596,4.65893578696266,15.2654370225963,3.9594220363598e-30,5.3663332140702e-28,2.103148956371e-28,"7068/7124/207/672/2099/6774/5468/367/6714/5594/2100/5970/3717/4792/5914/7099/857/5915/695/142/7376/5599/7421/3065/6256/330/331/23411/7291/3146/948/9212/114548/3172/329/5465/650/196/9971/6899/6720/4824/23028/5467/10013/6257/1594/2101/5292/11315/2852/29110/4929/2103/6095/6258/8856/8644/5916/6097/9970/5585/22933/2104/10062/247/246/2171/5802/8854/79184/340665/3174/1592/57787/56603",76
"BP","GO:0006816","calcium ion transport","82/835","428/18888",0.191588785046729,4.33380715205104,15.0036369554156,3.99408107373646e-30,5.3663332140702e-28,2.103148956371e-28,"1499/406991/596/356/7852/1950/581/5743/5294/2247/6347/5788/857/3627/7421/1906/4067/1636/1392/2539/2147/4846/1649/3685/3690/2185/6622/1909/1594/3932/2641/2852/5663/5579/2645/5777/5581/2149/2903/135/2859/7442/2904/8912/4988/773/779/1815/2902/776/3710/775/801/1139/3783/777/487/116443/1812/815/162514/2906/774/90550/55799/9254/2946/5319/783/7224/623/785/6406/116444/816/6546/5025/6543/784/8911/782/93589",82
"BP","GO:0042391","regulation of membrane potential","83/835","446/18888",0.18609865470852,4.20961843129884,14.7525420983626,1.48919555523296e-29,1.95430942283246e-27,7.65924078713451e-28,"5728/7124/207/596/2475/6714/3791/213/581/598/2932/4915/857/142/1906/1080/948/351/6647/3728/2185/6622/7351/11315/2852/5663/6532/5590/476/2903/4204/135/2561/1832/2859/7442/6329/2904/8912/23373/1815/1742/2902/776/2563/775/801/6335/1139/3783/2556/6331/134/3359/116443/3736/1812/6323/2906/3737/2898/2891/6330/783/7224/785/23171/6324/3751/6334/3752/116444/18/2558/6546/5025/6543/784/8911/89832/6328/55879/2560",83
