OTU,DRF,GBM,GLM,DeepLearning
OTU207_g__Candidatus_Nanosynbacter,0.0,0.0,0.0,0.5217391304347826
OTU205_g__Candidatus_Saccharimonas,0.010033444816053505,0.0,0.2441471571906354,0.5217391304347826
OTU1964_g__Faecalibacillus,0.0,0.0033444816053511683,0.24749163879598657,0.705685618729097
OTU1962_g__Allobaculum,0.0,0.0,0.3946488294314381,0.5217391304347826
OTU1960_g__Amedibacterium,0.274247491638796,0.15719063545150502,0.6153846153846154,0.8862876254180602
OTU1959_g__Longicatena,0.04347826086956519,0.010033444816053505,0.1906354515050167,0.7591973244147157
OTU1952_g__Faecalitalea,0.0,0.0,0.24749163879598657,0.6287625418060201
OTU1951_g__Tannockella,0.05685618729096986,0.0,0.4013377926421404,0.725752508361204
OTU1948_g__Turicibacter,0.0,0.0,0.09698996655518399,0.6488294314381271
OTU1945_g__Thomasclavelia,0.010033444816053505,0.0,0.3946488294314381,0.6822742474916388
OTU1942_g__Catenibacterium,0.03678929765886285,0.0,0.6588628762541806,0.6187290969899666
OTU1937_g__Parvimonas,0.02341137123745818,0.0,0.21739130434782605,0.7926421404682275
OTU1923_g__Bifidobacterium,0.0,0.0,0.3377926421404682,0.6655518394648829
OTU1876_g__Schaalia,0.01672240802675584,0.0,0.7324414715719063,0.6488294314381271
OTU1844_g__Rothia,0.0,0.0,0.8127090301003345,0.6722408026755853
OTU1837_g__Arthrobacter,0.0,0.0,0.20401337792642138,0.5852842809364549
OTU179_g__Anaeromyxobacter,0.0,0.0,0.04347826086956519,0.7591973244147157
OTU1721_g__Rhodococcus,0.0,0.0,0.15384615384615385,0.8327759197324415
OTU169_g__Aminomonas,0.0,0.0,0.29431438127090304,0.5919732441471572
OTU168_g__Cloacibacillus,0.0,0.0,0.1705685618729097,0.5016722408026756
OTU1679_g__Cutibacterium,0.02006688963210701,0.0,0.14046822742474918,0.8862876254180602
OTU167_g__Pyramidobacter,0.0,0.0,0.4448160535117057,0.4882943143812709
OTU1628_g__Collinsella,0.0,0.0,0.4180602006688964,0.8862876254180602
OTU1623_g__Olsenella,0.0,0.0,0.1705685618729097,0.4816053511705686
OTU1619_g__Atopobium,0.010033444816053505,0.0,0.01672240802675584,0.8361204013377926
OTU1615_g__Phoenicibacter,0.03678929765886285,0.0,0.548494983277592,0.7792642140468228
OTU1614_g__Adlercreutzia,0.03344481605351168,0.0,0.08361204013377932,0.3946488294314381
OTU1612_g__Eggerthella,0.03344481605351168,0.0,0.23745819397993306,0.8662207357859532
OTU1609_g__Gordonibacter,0.02006688963210701,0.0,0.3010033444816054,0.7792642140468228
OTU1607_g__Denitrobacterium,0.31438127090301005,0.0,0.20401337792642138,0.6321070234113713
OTU1606_g__Raoultibacter,0.0,0.0,0.03344481605351168,0.7591973244147157
OTU1605_g__Slackia,0.0,0.0,0.15719063545150502,0.842809364548495
OTU1604_g__Xiamenia,0.02341137123745818,0.0,0.3745819397993311,0.6187290969899666
OTU1601_g__Berryella,0.37792642140468224,0.0,0.33444816053511706,0.725752508361204
OTU1597_g__Actinomarinicola,0.0,0.0,0.26086956521739135,0.5016722408026756
OTU1596_g__Aquihabitans,0.0,0.0,0.21739130434782605,0.6387959866220736
OTU1592_g__Thermoleophilum,0.0,0.0,0.02006688963210701,0.6722408026755853
OTU1583_g__Rubrobacter,0.0,0.0,0.14046822742474918,0.6722408026755853
OTU1569_g__Mesomycoplasma,0.0,0.0,0.3311036789297659,0.6187290969899666
OTU1549_g__Pelolinea,0.40802675585284276,0.0,0.1705685618729097,0.46153846153846156
OTU1536_g__Phocaeicola,0.02006688963210701,0.0,0.31438127090301005,0.9364548494983278
OTU1531_g__Bacteroides,0.137123745819398,0.0,0.27090301003344486,0.8929765886287625
OTU1507_g__Prevotella,0.0,0.09698996655518399,0.8193979933110368,0.5284280936454849
OTU1484_g__Paraprevotella,0.0,0.0,0.09698996655518399,0.8461538461538461
OTU1483_g__Pseudoprevotella,0.07023411371237454,0.07023411371237454,0.23076923076923073,0.7926421404682275
OTU1481_g__Hoylesella,0.13043478260869568,0.0,0.46153846153846156,0.6053511705685619
OTU1480_g__Parabacteroides,0.08026755852842804,0.2240802675585284,0.4247491638795987,0.7591973244147157
OTU1473_g__Alistipes,0.0,0.0,0.38795986622073575,0.7892976588628763
OTU1463_g__Sodaliphilus,0.0,0.0,0.0,0.7926421404682275
OTU1458_g__Butyricimonas,0.02006688963210701,0.0,0.5217391304347826,0.8862876254180602
OTU1456_g__Odoribacter,0.0,0.0,0.17725752508361203,0.862876254180602
OTU1455_g__Barnesiella,0.0,0.0,0.5150501672240803,0.5919732441471572
OTU1454_g__Coprobacter,0.02341137123745818,0.0,0.3210702341137124,0.7123745819397993
OTU1449_g__Porphyromonas,0.0,0.0,0.02006688963210701,0.725752508361204
OTU1438_g__Spirosoma,0.01672240802675584,0.0,0.16387959866220736,0.7391304347826086
OTU1322_g__Haemophilus,0.0,0.0,0.5852842809364549,0.6989966555183946
OTU1304_g__Frederiksenia,0.0,0.0,0.35451505016722407,0.8260869565217391
OTU1298_g__Escherichia,0.0,0.0,0.16387959866220736,0.705685618729097
OTU1293_g__Enterobacter,0.15384615384615385,0.0,0.3612040133779264,0.7591973244147157
OTU1259_g__Salmonella,0.0,0.0,0.02006688963210701,0.8729096989966555
OTU1257_g__Klebsiella,0.0,0.0,0.1906354515050167,0.765886287625418
OTU1235_g__Jejubacter,0.01672240802675584,0.0,0.07023411371237454,0.4280936454849499
OTU1232_g__Candidatus_Moranella,0.0,0.0,0.01672240802675584,0.7357859531772575
OTU1228_g__Shigella,0.0,0.0,0.26086956521739135,0.7926421404682275
OTU121_g__Leptolyngbya,0.03678929765886285,0.0,0.29431438127090304,0.6187290969899666
OTU1181_g__Sodalis,0.0,0.0,0.28428093645484953,0.6521739130434783
OTU1177_g__Providencia,0.03678929765886285,0.0,0.5785953177257526,0.6521739130434783
OTU1174_g__Proteus,0.07023411371237454,0.0,0.6321070234113713,0.6521739130434783
OTU1172_g__Morganella,0.0,0.0,0.14046822742474918,0.6053511705685619
OTU1163_g__Yersinia,0.0,0.0,0.09698996655518399,0.7792642140468228
OTU116_g__Limnospira,0.0,0.0,0.17725752508361203,0.8193979933110368
OTU1124_g__Buchnera,0.19732441471571904,0.0,0.5719063545150502,0.7725752508361204
OTU1098_g__Pseudomonas,,,,
