"variable","relative_importance","scaled_importance","percentage","model","Importance"
"OTU2507_g__Pseudoclostridium",0,0,0,"GBM",0
"OTU2549_g__Anaerocolumna",0,0,0,"GBM",0
"OTU2193_g__Fructilactobacillus",0,0,0,"GBM",0
"OTU1607_g__Denitrobacterium",0,0,0,"GBM",0
"OTU2157_g__Staphylococcus",0,0,0,"GBM",0
"OTU2333_g__Acidaminococcus",0,0,0,"GBM",0
"OTU1960_g__Amedibacterium",0,0,0,"GBM",0
"OTU2677_g__Flintibacter",0,0,0,"GBM",0
"OTU1679_g__Cutibacterium",0,0,0,"GBM",0
"OTU1615_g__Phoenicibacter",0,0,0,"GBM",0
"OTU207_g__Candidatus_Nanosynbacter",0,0,0,"GBM",0
"OTU2418_g__Aminipila",0,0,0,"GBM",0
"OTU205_g__Candidatus_Saccharimonas",0,0,0,"GBM",0
"OTU2506_g__Pusillibacter",0,0,0,"GBM",0
"OTU1449_g__Porphyromonas",0,0,0,"GBM",0
"OTU179_g__Anaeromyxobacter",0,0,0,"GBM",0
"OTU121_g__Leptolyngbya",0,0,0,"GBM",0
"OTU2272_g__Granulicatella",0,0,0,"GBM",0
"OTU1605_g__Slackia",0,0,0,"GBM",0
"OTU2433_g__Peptostreptococcus",0,0,0,"GBM",0
