"variable","relative_importance","scaled_importance","percentage"
"OTU1695_g__Nocardioides",0.85138726234436,0.85138726234436,0.00596614861906175
"OTU219_g__Horticoccus",0.850807428359985,0.850807428359985,0.00596208539674428
"OTU1703_g__Gordonia",0.849614143371582,0.849614143371582,0.00595372337877598
"OTU1787_g__Tetrasphaera",0.84898167848587,0.84898167848587,0.00594929134217949
"OTU1434_g__Spirosoma",0.848105251789093,0.848105251789093,0.00594314972818319
"OTU1931_g__Gudongella",0.847759366035461,0.847759366035461,0.00594072591248538
"OTU910_g__Catenovulum",0.846994876861572,0.846994876861572,0.00593536870756723
"OTU1947_g__Turicibacter",0.843941807746887,0.843941807746887,0.00591397413791825
"OTU107_g__Acaryochloris",0.843135416507721,0.843135416507721,0.00590832330169981
"OTU1979_g__Kroppenstedtia",0.843054354190826,0.843054354190826,0.00590775525252713
"OTU1958_g__Erysipelothrix",0.841790378093719,0.841790378093719,0.0058988978622656
"OTU1510_g__Bacteroides",0.841181874275208,0.841181874275208,0.00589463373432163
"OTU221_g__Roseimicrobium",0.840460479259491,0.840460479259491,0.00588957851436806
"OTU1314_g__Aggregatibacter",0.839953422546387,0.839953422546387,0.00588602528325635
"OTU1965_g__Hydrogenibacillus",0.838548898696899,0.838548898696899,0.00587618299597338
"OTU1952_g__Faecalitalea",0.835550308227539,0.835550308227539,0.00585517018878309
"OTU398_g__Xanthobacter",0.834793269634247,0.834793269634247,0.00584986519426684
"OTU1400_g__Chryseobacterium",0.83402818441391,0.83402818441391,0.00584450381251653
"OTU1745_g__Corynebacterium",0.829619765281677,0.829619765281677,0.00581361154423712
"OTU2039_g__Paenibacillus",0.829412877559662,0.829412877559662,0.00581216176579716
"OTU229_g__Desulfomonile",0.82931512594223,0.82931512594223,0.00581147676532423
"OTU1312_g__Pasteurella",0.829020440578461,0.829020440578461,0.00580941173950828
"OTU1475_g__Tannerella",0.828637659549713,0.828637659549713,0.00580672937790027
"OTU131_g__Marinithermus",0.827952086925507,0.827952086925507,0.00580192518555904
"OTU248_g__Desulfonema",0.826644778251648,0.826644778251648,0.00579276413960005
"OTU1143_g__Nissabacter",0.825659990310669,0.825659990310669,0.00578586317751852
"OTU213_g__Waddlia",0.82474809885025,0.82474809885025,0.00577947304200917
"OTU623_g__Aquincola",0.824732959270477,0.824732959270477,0.00577936695047251
"OTU1087_g__Pseudomonas",0.822025179862976,0.822025179862976,0.00576039201968919
"OTU1149_g__Serratia",0.821038126945496,0.821038126945496,0.00575347518564548
"OTU911_g__Paraglaciecola",0.819924116134644,0.819924116134644,0.00574566868635339
"OTU1310_g__Histophilus",0.819533348083496,0.819533348083496,0.00574293035519454
"OTU1608_g__Gordonibacter",0.818321645259857,0.818321645259857,0.00573443927311273
"OTU1558_g__Spiroplasma",0.817643463611603,0.817643463611603,0.00572968687349019
"OTU1963_g__Faecalibaculum",0.817207396030426,0.817207396030426,0.00572663110308778
"OTU2040_g__Oceanobacillus",0.816864192485809,0.816864192485809,0.00572422608313466
"OTU627_g__Mitsuaria",0.81663054227829,0.81663054227829,0.00572258876493108
"OTU239_g__Desulfobacca",0.815477788448334,0.815477788448334,0.00571451077154911
"OTU620_g__Neisseria",0.814215481281281,0.814215481281281,0.0057056650764176
"OTU1476_g__Parabacteroides",0.814029395580292,0.814029395580292,0.00570436106941975
"OTU1618_g__Leptogranulimonas",0.813546597957611,0.813546597957611,0.00570097783537663
"OTU1936_g__Anaerococcus",0.812653541564941,0.812653541564941,0.00569471968776328
"OTU607_g__Aquaspirillum",0.811887443065643,0.811887443065643,0.00568935120539832
"OTU606_g__Sulfuritortus",0.80940979719162,0.80940979719162,0.00567198894950888
"OTU1433_g__Tellurirhabdus",0.806447505950928,0.806447505950928,0.00565123051139666
"OTU1658_g__Pseudonocardia",0.805535674095154,0.805535674095154,0.00564484079357053
"OTU212_g__Neochlamydia",0.805255055427551,0.805255055427551,0.00564287434099336
"OTU1147_g__Rahnella",0.805148184299469,0.805148184299469,0.00564212543498851
"OTU224_g__Luteolibacter",0.804895401000977,0.804895401000977,0.00564035404047285
"OTU1544_g__Roseiflexus",0.804642260074615,0.804642260074615,0.00563858013985789
